run_number,subrun_number,event_number
17965,121,6087
16888,133,6666
15324,36,1842
18225,256,12835
18225,313,15662
17722,32,1610
17722,106,5323
14283,16,817
18779,422,21140
18847,6,346
16113,282,14130
16113,286,14346
16467,26,1331
14902,11,564
14902,211,10561
14575,47,2379
15681,2,141
14527,3,168
14527,101,5085
16310,80,4046
17004,296,14807
18781,158,7909
16518,63,3153
14550,135,6769
16243,33,1697
18024,471,23597
18714,138,6906
15438,21,1055
16923,261,13063
17204,137,6890
17116,78,3927
15966,446,22335
14242,10,532
17010,21,1068
15777,33,1688
14915,214,10708
14920,6,311
16721,128,6403
15016,27,1364
17851,158,7929
16853,216,10823
16853,238,11929
18753,184,9229
18049,134,6727
15930,154,7730
15395,37,1854
18701,18,915
16964,235,11752
18225,60,3019
16411,203,10197
17960,66,3321
15983,191,9575
16986,8,408
17057,164,8246
14174,10,526
14174,161,8051
16520,96,4818
15917,168,8424
18488,155,7769
15858,2,104
15863,4,235
15443,30,1521
17866,175,8774
17985,203,10177
17790,12,604
18463,521,26055
18244,215,10790
15086,32,1645
14697,58,2943
18628,38,1910
17856,35,1782
18052,13,691
14925,249,12484
18731,242,12110
18794,212,10645
18764,25,1300
15554,25,1280
18766,4,225
18481,49,2483
15510,2,130
18690,43,2168
17011,10,533
17011,64,3222
17190,40,2042
16172,297,14858
17835,204,10248
17835,204,10250
14641,114,5741
16119,492,24635
16504,59,2998
15250,14,712
18685,513,25684
17974,18,945
17974,219,10954
14235,47,2367
18792,19,973
17851,291,14579
15014,76,3805
15014,236,11823
18687,78,3902
15061,138,6932
18678,10,522
17776,29,1477
15389,57,2852
18603,186,9320
15103,91,4587
14802,188,9446
18658,37,1900
15106,58,2907
16821,9,495
18765,205,10285
15497,67,3387
15497,92,4621
18044,351,17590
15392,48,2408
15392,88,4407
14669,51,2574
15902,238,11922
18476,15,793
18476,24,1220
14639,39,1954
18257,94,4726
16150,237,11890
14537,45,2269
18272,16,821
18272,68,3420
18692,175,8759
17172,8,442
18636,72,3639
17787,16,836
18474,76,3831
14239,2,128
17965,12,620
16711,155,7791
14945,5,290
16442,90,4501
16442,162,8134
17990,321,16077
15946,235,11763
17077,104,5209
15910,277,13865
16950,73,3676
15902,80,4017
17998,149,7486
14746,250,12512
14903,58,2940
18731,67,3386
16694,88,4444
16546,12,602
16310,307,15380
16310,307,15387
18511,115,5797
18951,320,16044
18650,50,2502
15918,27,1380
15940,141,7053
16966,76,3803
15890,48,2417
14218,57,2869
18711,12,616
16544,40,2046
15254,28,1448
15254,57,2882
18752,76,3801
18957,547,27382
18957,549,27453
18630,74,3749
14224,54,2702
15998,20,1046
14615,53,2651
17974,211,10562
16227,286,14309
15396,23,1200
17344,23,1192
