run_number,subrun_number,event_number,signal_score,entry_number,n_pixels
7010,197,9851,0.995864987373352,0.0,478.0
7010,197,9854,0.038898639380931854,1.0,3522.0
7010,197,9855,0.898489773273468,2.0,1623.0
7010,197,9862,0.7696509957313538,3.0,4633.0
7010,197,9868,0.13264596462249756,4.0,2702.0
7010,197,9870,0.5987522602081299,5.0,2638.0
7010,197,9872,0.712632954120636,6.0,2278.0
7010,197,9876,0.9901593327522278,7.0,1301.0
7010,197,9878,0.2731841206550598,8.0,1535.0
7010,197,9879,0.9779175519943237,9.0,2751.0
7010,197,9882,0.04996216669678688,10.0,1589.0
7010,197,9883,0.9940191507339478,11.0,2200.0
7010,197,9886,0.06615663319826126,12.0,2235.0
7010,197,9888,0.6500158905982971,13.0,3454.0
7010,197,9890,0.34827473759651184,14.0,896.0
7010,197,9891,0.04639343544840813,15.0,3340.0
7010,197,9896,0.06434682756662369,16.0,2540.0
7010,197,9899,0.9751393795013428,17.0,1120.0
7010,332,16601,0.9748623967170715,18.0,2043.0
7010,332,16602,0.02720256894826889,19.0,4642.0
7010,332,16606,0.943794846534729,20.0,3031.0
7010,332,16609,0.36729896068573,21.0,1280.0
7010,332,16610,0.914451539516449,22.0,848.0
7010,332,16615,0.007648027502000332,23.0,2829.0
7010,332,16617,0.9959576725959778,24.0,2503.0
7010,332,16618,0.3954002559185028,25.0,995.0
7010,332,16622,0.5618512034416199,26.0,1203.0
7010,332,16628,0.999972939491272,27.0,967.0
7010,332,16629,0.005401732865720987,28.0,1357.0
7010,332,16630,0.190625861287117,29.0,1967.0
7010,332,16631,0.8143438100814819,30.0,1097.0
7010,332,16635,0.0034151021391153336,31.0,1320.0
7010,332,16643,0.9018492698669434,32.0,1687.0
7010,332,16645,0.9998291730880737,33.0,319.0
7010,1008,50402,0.8219111561775208,6034.0,2641.0
7010,1008,50403,0.4675391614437103,6035.0,1407.0
7010,1008,50412,0.20811748504638672,6036.0,1701.0
7010,1008,50419,0.9463186860084534,6037.0,3452.0
7010,1008,50420,2.345596658415161e-05,6038.0,1218.0
7010,1008,50421,0.9267094135284424,6039.0,1298.0
7010,1008,50424,0.38393232226371765,6040.0,1277.0
7010,1008,50425,0.0009992070263251662,6041.0,1542.0
7010,1008,50433,0.9780210852622986,6042.0,1014.0
7010,1008,50435,0.22774776816368103,6043.0,2940.0
7010,1008,50437,0.4232484698295593,6044.0,1629.0
7010,1008,50440,0.1388513147830963,6045.0,4021.0
7010,1008,50441,0.9764748215675354,6046.0,654.0
7010,1008,50443,0.03947839513421059,6047.0,1303.0
7010,1008,50445,0.9961166381835938,6048.0,2448.0
7010,1008,50447,0.7490795850753784,6049.0,512.0
7010,1008,50449,0.9760923385620117,6050.0,1123.0
7010,1008,50450,0.9919615387916565,6051.0,2850.0
7010,1681,84054,0.9230873584747314,52.0,2912.0
7010,1681,84056,0.09160561114549637,53.0,2110.0
7010,1681,84065,0.010124445892870426,54.0,2755.0
7010,1681,84067,0.8234120011329651,55.0,2025.0
7010,1681,84069,0.012626868672668934,56.0,910.0
7010,1681,84073,0.9961793422698975,57.0,1574.0
7010,1681,84074,0.9685153961181641,58.0,2164.0
7010,1681,84078,0.0032004534732550383,59.0,509.0
7010,1681,84079,0.674836277961731,60.0,864.0
7010,1681,84081,0.0003433257224969566,61.0,1100.0
7010,1681,84085,0.9937031865119934,62.0,4184.0
7010,1681,84087,0.48494210839271545,63.0,1007.0
7010,1681,84088,0.007394794840365648,64.0,4907.0
7010,1681,84090,0.15772849321365356,65.0,1089.0
7010,1681,84091,0.5221022963523865,66.0,4830.0
7010,1681,84092,0.9974405765533447,67.0,3343.0
7010,1681,84095,0.9688096642494202,68.0,1747.0
7010,1681,84096,0.2691199481487274,69.0,2514.0
7010,1681,84100,0.9964203834533691,70.0,1972.0
7010,147,7353,0.947188138961792,71.0,1773.0
7010,147,7354,0.9947806000709534,72.0,464.0
7010,147,7357,0.7790613174438477,73.0,2698.0
7010,147,7359,0.03136530518531799,74.0,2609.0
7010,147,7364,0.7175140976905823,75.0,1614.0
7010,147,7368,0.5016383528709412,76.0,1283.0
7010,147,7370,0.802580714225769,77.0,4090.0
7010,147,7371,0.010818259790539742,78.0,2631.0
7010,147,7372,0.07943154126405716,79.0,744.0
7010,147,7374,0.2886362671852112,80.0,1218.0
7010,147,7375,0.9972347617149353,81.0,3926.0
7010,147,7383,0.5681638717651367,82.0,1272.0
7010,147,7384,0.02697128802537918,83.0,1176.0
7010,147,7385,0.10820860415697098,84.0,1864.0
7010,147,7386,0.8161987662315369,85.0,3348.0
7010,147,7391,0.9711007475852966,86.0,1820.0
7010,147,7392,0.20413325726985931,87.0,2342.0
7010,147,7397,0.766585111618042,88.0,2087.0
7010,147,7399,0.20604008436203003,89.0,936.0
7010,368,18403,0.057427000254392624,90.0,1217.0
7010,368,18405,0.585209846496582,91.0,1225.0
7010,368,18406,0.030729083344340324,92.0,761.0
7010,368,18407,0.9554915428161621,93.0,2245.0
7010,368,18418,0.9876015782356262,94.0,1044.0
7010,368,18419,0.5249583125114441,95.0,1817.0
7010,368,18426,0.17338356375694275,96.0,1548.0
7010,368,18429,0.21679364144802094,97.0,951.0
7010,368,18431,0.789161741733551,98.0,3095.0
7010,368,18436,0.7153124809265137,99.0,1111.0
7010,368,18438,0.018075915053486824,100.0,1262.0
7010,368,18445,0.5916839838027954,101.0,967.0
7010,368,18446,0.3784325420856476,102.0,1997.0
7010,368,18448,0.3448585867881775,103.0,2792.0
7010,368,18449,0.9356703162193298,104.0,2076.0
7010,559,27953,0.09294507652521133,105.0,1259.0
7010,559,27955,0.7386727929115295,106.0,1420.0
7010,559,27958,0.5386114120483398,107.0,3054.0
7010,559,27960,0.006024490110576153,108.0,2826.0
7010,559,27962,0.18468250334262848,109.0,1732.0
7010,559,27964,0.8419548273086548,110.0,606.0
7010,559,27968,0.14232155680656433,111.0,2593.0
7010,559,27969,0.9629400372505188,112.0,1920.0
7010,559,27971,0.3653514087200165,113.0,1000.0
7010,559,27975,0.0009231186122633517,114.0,1811.0
7010,559,27976,0.7796965837478638,115.0,1390.0
7010,559,27978,0.3319096565246582,116.0,1125.0
7010,559,27984,0.8649070262908936,117.0,1937.0
7010,559,27985,0.08899851143360138,118.0,1329.0
7010,559,27989,0.018587308004498482,119.0,824.0
7010,559,27991,0.8367932438850403,120.0,1555.0
7010,559,27995,0.1871856153011322,121.0,828.0
7010,559,27998,0.4230218529701233,122.0,1414.0
7010,559,27999,0.9863558411598206,123.0,1856.0
7010,441,22053,0.7424900531768799,1639.0,718.0
7010,441,22054,0.8988427519798279,1640.0,890.0
7010,441,22055,0.45537877082824707,1641.0,320.0
7010,441,22057,0.00622711144387722,1642.0,552.0
7010,441,22060,0.855843186378479,1643.0,1867.0
7010,441,22062,0.1537548452615738,1644.0,1098.0
7010,441,22063,0.24431152641773224,1645.0,1755.0
7010,441,22067,0.6329184174537659,1646.0,1007.0
7010,441,22068,0.7051052451133728,1647.0,1409.0
7010,441,22069,0.2569960355758667,1648.0,2173.0
7010,441,22075,0.9344287514686584,1649.0,3030.0
7010,441,22081,0.9614385366439819,1650.0,436.0
7010,441,22084,0.5739189982414246,1651.0,2013.0
7010,441,22088,0.8659253120422363,1652.0,2987.0
7010,441,22091,0.5718080401420593,1653.0,3642.0
7010,441,22095,0.4788725674152374,1654.0,1952.0
