run_number,subrun_number,event_number
17524,231,11588
14202,107,5353
14713,13,687
15930,14,748
15930,396,19845
14285,29,1465
14903,316,15840
16441,22,1112
16147,153,7686
16586,7,380
15683,82,4104
16666,111,5556
15345,281,14056
14263,30,1508
14263,209,10493
14220,26,1325
14220,56,2816
15416,81,4078
16586,86,4327
15396,149,7495
17413,237,11878
14406,26,1336
15099,199,9992
15099,199,9999
14129,30,1503
14129,30,1541
15486,70,3522
17090,29,1477
14959,194,9746
16304,94,4732
17451,91,4585
14212,116,5807
14607,73,3652
14455,141,7098
14455,155,7757
14372,278,13943
14706,18,932
17161,6,311
14915,14,732
14915,103,5155
14915,109,5470
14428,135,6761
14242,45,2295
15485,8,443
14795,57,2862
15442,106,5311
16486,179,8978
14559,161,8059
16089,309,15484
16022,473,23676
17474,72,3601
14901,31,1566
14901,133,6664
16036,110,5509
16036,364,18204
16952,19,992
15882,18,903
16807,31,1580
14784,77,3865
14784,92,4649
14159,226,11312
14987,20,1050
16715,97,4873
16219,287,14371
16115,90,4503
16160,115,5788
15323,10,545
14626,245,12297
17361,40,2049
14724,22,1134
16888,107,5376
16060,129,6462
14924,135,6784
15946,341,17079
14993,68,3420
16966,120,6027
16030,5,278
16030,5,286
16052,266,13325
14139,3,190
15315,98,4916
16802,194,9716
16802,258,12931
16802,347,17369
16008,192,9618
16850,0,35
14972,24,1228
14313,101,5078
15875,382,19108
14428,15,753
15486,63,3186
15916,56,2840
15397,133,6667
14981,71,3551
15778,177,8858
15902,64,3206
16134,521,26098
16341,186,9316
15520,21,1079
15520,80,4026
14916,31,1569
15282,57,2892
15383,218,10914
17140,72,3644
17140,96,4842
17073,123,6175
14548,151,7556
14548,188,9432
15774,376,18812
17044,40,2037
17011,237,11878
16744,207,10351
14974,21,1091
16489,127,6367
17398,145,7263
17498,22,1128
15986,250,12514
15147,136,6837
17239,144,7248
17328,67,3353
17536,25,1291
17536,25,1298
17536,27,1353
17470,9,470
14541,188,9413
14938,150,7539
14713,25,1294
15913,11,560
15877,99,4967
14793,137,6888
15328,219,10967
15328,227,11385
14949,20,1023
14949,20,1047
15495,19,968
15495,70,3540
14644,24,1246
14644,251,12575
14644,267,13356
16923,221,11085
14274,20,1048
16853,139,6964
14981,84,4214
14257,59,2978
15877,97,4860
14806,151,7552
16389,68,3449
16013,79,3994
16013,122,6109
15970,238,11935
16588,16,827
16588,55,2774
15234,3,186
15234,107,5364
15234,119,5952
14173,23,1156
14173,53,2686
16439,81,4082
16119,534,26742
14813,58,2931
14813,75,3763
16759,109,5457
14408,53,2664
15500,100,5036
14901,230,11502
14544,67,3384
14544,200,10049
15464,63,3155
14300,142,7118
14553,190,9539
14212,129,6491
14375,220,11013
14927,240,12008
15946,64,3226
17178,79,4000
15427,163,8166
14534,8,428
16184,28,1442
16839,36,1821
14760,24,1244
14807,7,376
16094,409,20456
14154,221,11054
14989,257,12870
14873,128,6418
14940,265,13277
14884,81,4074
17371,253,12697
16964,524,26213
16094,44,2225
16122,330,16511
17492,10,510
14878,50,2541
16312,48,2416
16312,150,7524
16150,138,6935
17449,23,1152
14985,71,3600
17339,208,10435
15482,118,5949
16472,6,332
15391,34,1727
15391,49,2472
16823,54,2720
15102,57,2892
14297,121,6056
15481,2,140
15481,7,374
16711,57,2865
14195,247,12399
15368,31,1577
15516,37,1859
16761,64,3232
14279,173,8665
15343,237,11882
15343,253,12659
14817,60,3028
14259,224,11220
16761,23,1156
16761,23,1165
14884,191,9554
14903,160,8009
17379,8,415
14968,34,1728
14924,141,7083
17371,273,13679
15498,133,6653
14935,120,6017
14664,60,3045
15361,182,9123
16075,8,407
14316,40,2004
14816,245,12253
15466,146,7328
15279,157,7876
16387,133,6690
14959,245,12259
15308,28,1434
14256,3,165
14279,18,947
17524,1,95
14212,246,12334
17333,27,1351
17333,35,1752
17522,11,553
17522,38,1904
16109,79,3977
16075,335,16793
15491,50,2539
15491,54,2710
15520,9,453
15057,66,3317
15057,80,4042
15057,85,4253
15774,484,24247
16141,245,12259
14134,116,5804
15970,438,21925
14715,12,637
16471,44,2240
14343,246,12338
15862,192,9647
15981,448,22401
14935,44,2204
14935,314,15749
16199,376,18847
15151,128,6424
15529,6,316
15529,76,3824
14259,25,1298
15450,220,11006
14664,145,7264
14985,60,3045
14915,188,9439
14736,292,14606
14223,111,5583
16807,159,7958
15792,231,11579
17503,84,4236
14870,275,13772
14376,4,222
14376,87,4358
14647,132,6621
15701,18,906
16715,112,5640
17249,186,9340
16845,79,4000
15464,158,7921
14775,101,5069
14125,22,1145
17340,5,284
15478,117,5869
16266,98,4908
16666,38,1913
16666,138,6918
14376,217,10897
15979,94,4721
14212,4,220
16051,206,10310
14149,11,557
14965,216,10838
15166,28,1443
16947,206,10346
14806,0,41
15931,17,862
14171,23,1170
14544,157,7855
14721,63,3172
17451,201,10057
16664,21,1077
16664,117,5866
14383,51,2575
17316,67,3384
16694,83,4195
15861,45,2259
14259,22,1135
17453,57,2874
14706,4,201
14706,57,2872
16494,14,716
14436,104,5248
14283,94,4706
14283,122,6127
17228,91,4574
14986,91,4572
16006,110,5522
16006,452,22650
14368,102,5103
14420,24,1249
16172,24,1242
14523,4,221
16960,147,7378
16026,44,2232
15061,12,604
14643,250,12549
14727,9,484
14824,197,9878
16529,46,2334
14139,225,11298
14139,233,11658
14749,130,6546
15353,80,4047
15930,501,25099
15527,18,924
15527,30,1543
16172,64,3202
16172,396,19831
14290,18,922
15931,338,16911
14884,62,3117
14884,223,11195
14775,19,963
14775,62,3115
15430,154,7711
15916,509,25471
16041,268,13433
16850,107,5379
15318,130,6539
17030,43,2200
14893,235,11763
16731,473,23687
15442,101,5062
14741,125,6274
14741,235,11760
14313,99,4960
14917,84,4213
14917,104,5237
14917,37,1888
16185,109,5465
16036,226,11314
15530,56,2833
14246,122,6106
14171,14,734
14754,7,359
17055,333,16685
15528,138,6907
14802,133,6656
14313,276,13805
14902,59,2977
14902,109,5466
15028,19,975
15028,25,1282
14396,0,29
14396,3,200
15785,324,16225
17100,190,9512
17137,103,5196
14587,22,1117
15471,35,1782
15986,196,9830
15053,159,7969
15983,198,9941
15484,205,10277
17482,96,4811
17410,30,1543
14907,109,5461
17144,139,6996
14401,189,9454
16172,379,18956
15014,68,3403
14202,45,2267
14637,180,9016
16525,12,636
16509,138,6920
16333,81,4096
14283,65,3265
17159,13,672
14539,145,7267
16095,12,607
14903,43,2180
16379,139,6979
16379,254,12736
16807,59,2994
15983,413,20697
14438,284,14202
17471,57,2883
14375,9,469
16381,36,1830
16159,131,6597
14995,1,76
14335,275,13790
14541,86,4302
16052,283,14180
17034,221,11054
15231,102,5104
16051,241,12072
14760,25,1266
14335,111,5564
14824,246,12341
15916,375,18767
15801,175,8786
15801,440,22009
16134,201,10053
14127,23,1189
14295,120,6009
14634,15,758
15919,39,1989
16439,75,3779
15592,56,2814
14940,51,2590
14940,155,7762
14139,57,2851
15486,133,6682
15154,226,11320
14336,94,4731
14632,93,4694
14790,54,2714
14790,143,7161
15292,60,3002
17034,155,7772
16058,278,13906
16058,281,14065
14925,36,1809
14925,50,2534
16994,140,7008
14956,2,121
14585,46,2305
17373,53,2679
14152,4,232
16530,7,389
15117,2,130
15146,74,3708
14274,42,2140
17251,222,11127
17111,91,4568
14873,161,8071
16394,33,1672
15701,372,18629
16935,346,17345
17028,184,9248
15489,207,10371
16428,375,18763
14743,138,6923
15383,169,8500
17389,34,1729
15701,138,6915
15097,196,9839
15343,13,686
14139,67,3371
14550,161,8094
14418,209,10456
15875,150,7516
16965,104,5238
14375,140,7034
17518,30,1505
17036,380,19017
14820,7,388
15708,50,2505
14828,142,7116
15517,104,5217
14134,261,13096
14675,80,4039
16387,34,1711
14903,153,7684
14464,255,12779
15954,334,16705
17275,11,576
16379,23,1192
17036,161,8063
15428,213,10659
14425,218,10939
16457,24,1234
14550,7,388
16795,169,8464
17034,106,5349
16761,215,10794
14469,21,1064
14123,14,707
14749,26,1303
17029,75,3781
14414,1,70
15279,140,7037
16391,29,1468
14873,73,3675
17301,56,2844
17301,74,3741
17301,89,4485
14195,257,12857
14798,34,1725
14798,42,2108
17440,69,3460
16818,118,5945
16853,112,5621
16853,180,9012
16431,17,882
14991,99,4987
14631,270,13502
15014,209,10465
17036,162,8116
16250,144,7223
16320,34,1707
16929,112,5643
16340,196,9821
17493,252,12621
15832,83,4167
17474,49,2458
15457,112,5643
17269,174,8713
14758,93,4664
16466,37,1883
16466,69,3474
15179,124,6224
16891,31,1584
16970,154,7732
14562,7,393
14227,111,5563
16919,412,20623
15396,66,3312
16341,274,13747
16583,138,6925
16266,352,17640
14899,22,1128
14202,52,2639
14202,131,6574
16834,115,5751
14935,81,4081
15227,31,1553
14751,25,1291
16966,57,2878
14881,107,5383
14942,170,8518
14942,172,8617
14774,29,1466
14280,54,2737
14527,43,2172
15092,104,5240
14912,239,11997
16424,85,4268
14367,71,3571
14529,53,2662
14545,79,3985
14545,93,4651
17372,12,643
16846,268,13428
14549,124,6249
14564,114,5743
16173,198,9901
17459,59,2981
14924,174,8706
16788,104,5204
15692,3,191
15463,506,25309
15092,1,97
17139,93,4686
16817,56,2816
17467,20,1050
17467,33,1700
14831,162,8116
16751,37,1899
15989,418,20902
14367,21,1094
14367,80,4032
16253,48,2437
14270,124,6221
16736,46,2311
16355,32,1628
15469,345,17281
16874,221,11057
14671,13,670
17457,156,7805
16544,136,6841
15149,69,3484
17174,18,923
17164,93,4671
16052,201,10095
16212,40,2001
14242,50,2533
15458,44,2226
