run_number,subrun_number,event_number,reco_asso_showers,reco_asso_tracks,ppfx_cv_good,spine_tune_good,reco_vertex_x,reco_vertex_y,reco_vertex_z,reco_shower_energy_max,reco_shower_dirx,reco_shower_diry,reco_shower_dirz,cos_theta,theta
14938.0,43.0,2200.0,2.0,0.0,0.8801289796829224,1.0,2.6860761642456055,-0.030067389830946922,327.6418151855469,206.40149986986515,0.2371186763048172,0.6734880208969116,0.7001346349716187,0.7842152737121962,38.35184118397512
14938.0,218.0,10933.0,1.0,0.0,0.9108200073242188,1.0,2.0514464378356934,116.83393096923828,934.3477172851562,129.88194999937326,0.0752268061041832,-0.8190990090370178,-0.5686983466148376,-0.6447162628311708,130.14440516467073
17239.0,218.0,10903.0,2.0,0.0,0.9983289837837219,1.0,116.4300537109375,1.952838659286499,505.2129821777344,885.31451999534,0.3223302364349365,-0.17080596089363098,0.9310899972915649,0.9302328226856474,21.52886310146895
17239.0,301.0,15053.0,2.0,0.0,1.061110019683838,1.1384199857711792,53.974388122558594,117.78265380859375,432.8596496582031,1349.9653531224824,0.5093182325363159,-0.17171674966812134,0.8432726263999939,0.8578648866631557,30.92230886330799
17164.0,115.0,5780.0,1.0,0.0,0.6568220257759094,9.029669854498934e-06,103.30152130126953,88.25135040283203,229.18421936035156,523.3976344080249,0.4709611237049103,-0.0006627351394854486,0.8821537494659424,0.9115344141208106,24.281735077374716
17164.0,120.0,6007.0,1.0,0.0,0.5481209754943848,1.106600046157837,188.9047088623047,30.844825744628906,955.2111206054688,1500.4707960711414,0.3083884119987488,0.13377220928668976,0.9418076276779175,0.9720917539436333,13.568103349163238
17164.0,132.0,6607.0,3.0,0.0,1.0210100412368774,1.0,243.10267639160156,69.55059051513672,593.3322143554688,300.02466416675395,-0.008399903774261475,0.658686101436615,0.7523708939552307,0.8150222003437122,35.41044293249385
17389.0,106.0,5339.0,3.0,0.0,1.0435400009155273,1.0,2.021165370941162,-42.170291900634766,290.6158142089844,2131.6650081934245,0.7125716805458069,0.26103705167770386,0.6512304544448853,0.7295166678659065,43.154110091132104
17389.0,113.0,5684.0,3.0,0.0,0.7601019740104675,1.0,47.55961990356445,55.53183364868164,928.5923461914062,483.6408447379325,-0.25057488679885864,0.1690959930419922,0.9532151222229004,0.9429856152464815,19.44084708476418
17494.0,26.0,1337.0,2.0,0.0,0.9692829847335815,1.0,130.33197021484375,-78.32259368896484,17.46987533569336,103.63502494487379,0.8209244012832642,-0.016415642574429512,0.5708009600639343,0.6288982707804585,51.03111435378607
17383.0,548.0,27416.0,2.0,0.0,0.8892509937286377,1.0,98.03128051757812,114.7273178100586,677.5311279296875,119.55201183076747,-0.016868168488144875,-0.9711207747459412,-0.23799119889736176,-0.34033461474511995,109.89726191332142
17267.0,53.0,2688.0,1.0,0.0,1.0314199924468994,1.0,245.17388916015625,-45.46501159667969,560.9629516601562,128.63190238122678,-0.5496065616607666,-0.7017405033111572,-0.45331332087516785,-0.5672540625719283,124.55896430152792
17415.0,223.0,11194.0,2.0,0.0,0.7938650250434875,1.0,116.47136688232422,96.94422912597656,651.4248657226562,67.16486066984115,-0.08419764041900635,-0.7977706789970398,0.5970533490180969,0.5004498254798029,59.970235320831904
17415.0,288.0,14403.0,1.0,0.0,1.0286999940872192,1.040179967880249,34.587059020996094,88.06993865966797,308.3376159667969,93.56571808025397,0.0720900297164917,0.9859358072280884,0.15077698230743408,0.25982348052407245,74.94041163502145
17556.0,67.0,3358.0,2.0,0.0,0.6578710079193115,1.0,24.880966186523438,186.84097290039062,409.428466796875,124.91896325369876,-0.021627753973007202,-0.8625093698501587,-0.5055786967277527,-0.5944131664358054,126.47080936371219
