run_number,subrun_number,event_number,signal_score,weight
17195,25,1281,0.4809704720973968,0.7130512622981939
17195,185,9293,0.0028205879498273,1.0419199466705322
17229,11,573,0.0014689294621348,1.0200300216674805
14991,32,1607,0.0058285295963287,0.9221619963645936
14991,190,9544,0.0056275641545653,1.0887900590896606
14991,214,10742,0.0052048652432858,1.076909720659117
15147,106,5304,0.0044739837758243,0.5434849858283997
17556,67,3358,0.002939399331808,0.6578710079193115
17556,90,4517,0.0030700294300913,1.0164799690246582
14938,43,2200,0.0030330845620483,0.8801289796829224
14938,218,10933,0.0056285969913005,0.9108200073242188
17194,34,1717,0.02652651630342,1.0374699831008911
17144,36,1812,0.0036616153083741,1.0190099477767944
17144,175,8770,0.004207017365843,0.7806469798088074
17281,9,495,0.0028047889936715,1.4733799695968628
15099,155,7766,0.0047608041204512,1.044039964675903
15222,43,2167,0.0230133533477783,1.3046900033950806
15222,43,2186,0.0028053894639015,1.0
17164,115,5780,0.9825419187545776,5.930886045919651e-06
17164,120,6007,0.0627026334404945,0.6065506967821648
17164,132,6607,0.638920783996582,1.0210100412368774
17267,53,2688,0.009559616446495,1.0314199924468994
17132,362,18108,0.0070019355043768,1.0223300457000732
17520,6,315,0.0339345932006835,1.1316499710083008
17239,218,10903,0.0036220126785337,0.998328983783722
17239,301,15053,0.1243823319673538,1.2079888535101304
17389,106,5339,0.0041818069294095,1.0435400009155271
17389,113,5684,0.0023943302221596,0.7601019740104675
15128,45,2292,0.9955522418022156,1.0215200185775757
17093,54,2745,0.0036598637234419,0.7541990280151367
17534,115,5767,0.0028951065614819,1.0485399961471558
17534,115,5779,0.0060774469748139,0.07848503825230588
15116,81,4062,0.0015273455064743,1.041540026664734
15116,81,4064,0.024162033572793,1.0174700021743774
15116,201,10097,0.0011164592579007,0.8129966981186953
17451,163,8191,0.0325439646840095,0.9829649925231934
17451,227,11365,0.0020645218901336,0.58788001537323
15156,23,1158,0.0027603378985077,0.6651260256767273
15156,26,1314,0.0019430491374805,0.6281309723854065
17407,95,4758,0.0658526420593261,0.5562729835510254
15174,102,5132,0.0014298312598839,1.0713599920272827
17494,26,1337,0.0164467263966798,0.9692829847335817
17361,142,7114,0.0025364994071424,1.034809947013855
17361,234,11701,0.0040372721850872,0.752498984336853
17383,548,27416,0.0114274080842733,0.8892509937286377
17185,21,1085,0.2158787697553634,1.0404599905014038
15136,106,5306,0.0058099306188523,0.9314280152320862
15122,37,1857,0.0069411676377058,1.2093743271695556
17116,1,65,0.0216394010931253,1.0874600410461426
17116,1,98,0.0021426312159746,0.4548540115356445
17116,77,3862,0.0024867709726095,0.990106999874115
17116,122,6125,0.0084093147888779,1.049100041389465
17116,122,6137,0.0029475903138518,0.5202479958534241
17195,6,331,0.0022886306978762,0.5975649952888489
17336,40,2001,0.0160021856427192,0.989877998828888
17336,43,2174,0.0285979565232992,1.269936891412158
17415,223,11194,0.0061122747138142,0.7938650250434875
17415,288,14403,0.026264451444149,1.070033126808056
15140,207,10400,0.0019451836124062,1.0756200551986694
17126,19,967,0.0480230487883091,1.045590043067932
17075,44,2205,0.0054387128911912,1.0598000288009644
17075,143,7190,0.0242545455694198,1.0016000270843506
17210,214,10713,0.0028043703641742,1.236989974975586
17088,4,227,0.0017442568205296,0.4595009982585907
17088,11,592,0.0023040231317281,1.0719599723815918
17281,6,332,0.0056733796373009,1.6110600233078003
17281,44,2243,0.0060926307924091,0.9681249856948853
17168,10,543,0.0069658663123846,1.2166435916434892
17122,149,7460,0.0023560556583106,1.0015000104904177
15013,220,11017,0.0040997830219566,0.7863219976425171
17415,269,13481,0.0044372249394655,1.53884767968664
15111,58,2924,0.0042011723853647,1.231969952583313
15111,230,11538,0.0051179472357034,0.594120979309082
17114,65,3283,0.003206129418686,0.708361029624939
17239,64,3211,0.0271481983363628,0.5052260160446167
17239,120,6009,0.0027494467794895,0.15296042931155718
17407,56,2837,0.0019858926534652,0.5200151613874197
17132,81,4095,0.0091657331213355,1.0754799842834473
17388,1,61,0.0029774946160614,0.7839879989624023
17388,8,438,0.0066739269532263,1.136780023574829
17453,1,77,0.0069450610317289,0.8887752135350553
17077,129,6453,0.0018799727549776,0.9506539702415466
17077,129,6500,0.0585192888975143,1.1283299922943115
17128,71,3598,0.0230888500809669,0.9045439958572388
15160,135,6796,0.0012862710282206,1.0516599416732788
17162,31,1594,0.0030137626454234,1.0
17162,128,6419,0.0054822484962642,1.005210041999817
17183,4,214,0.9886825680732728,1.1957800388336182
17183,6,349,0.9848814010620116,2.984409134911534e-06
17183,25,1252,0.0043894494883716,1.0863900184631348
17360,22,1145,0.0045509114861488,0.5186529755592346
17343,10,511,0.0036696975585073,0.6169840097427368
15086,169,8479,0.0056538842618465,0.8879969716072083
15161,163,8172,0.0047044767998158,0.9683700203895568
15161,227,11377,0.0050232019275426,0.7371730208396912
17335,75,3792,0.0060984981246292,1.040019989013672
17365,8,417,0.0270458348095417,1.0
17365,8,444,0.0034857322461903,1.0038599967956543
17057,66,3302,0.0042082201689481,1.3387000560760498
15182,77,3868,0.0027853718493133,0.9577059745788574
17271,82,4121,0.0020474381744861,0.9430000185966492
17271,91,4555,0.0219236239790916,1.0354100465774536
17271,91,4571,0.0117320707067847,0.7982119917869568
17158,59,2992,0.0042395675554871,0.9798489809036256
17158,116,5839,0.0126641634851694,1.040910005569458
17158,116,5845,0.0102411899715662,1.106510043144226
17255,23,1185,0.0019933141302317,1.136433175027264
17407,173,8654,0.2790642380714416,1.1564500331878662
17407,181,9053,0.0029477053321897,1.0865399837493896
14901,308,15410,0.0724207684397697,0.4328429996967315
17208,16,817,0.0025065026711672,1.0132399797439575
17208,73,3700,0.005198074504733,0.9684680104255676
15103,77,3878,0.0026397642213851,0.7606980204582214
17070,99,4979,0.0085969138890504,1.078089952468872
17219,97,4899,0.003924957010895,1.517876930126022
17219,113,5685,0.1075261980295181,1.0
15097,108,5409,0.0036366602871567,1.166700005531311
15097,108,5422,0.0088429693132638,0.5354504084374624
15097,200,10032,0.0039640283212065,1.379770040512085
15167,103,5155,0.0093547906726598,1.0873199701309204
