train_accu,test_accu,train_loss,test_loss,epoch,step
0.484375,0.500000,0.774409,0.833432,0.000000,1.000000
0.625000,0.812500,0.728978,0.651011,0.000000,21.000000
0.843750,0.750000,0.692213,0.616603,0.000000,41.000000
0.828125,0.781250,0.624805,0.561644,0.000000,61.000000
0.703125,0.687500,0.581714,0.502947,0.000000,81.000000
0.718750,0.937500,0.547254,0.454378,0.000000,101.000000
0.921875,0.812500,0.524356,0.420695,0.000000,121.000000
0.703125,0.687500,0.469159,1.245271,0.000000,141.000000
0.703125,0.937500,0.607084,0.550056,0.000000,161.000000
0.937500,0.968750,0.486527,0.400425,0.000000,181.000000
0.859375,0.875000,0.401800,0.450413,0.000000,201.000000
0.796875,0.843750,0.500612,0.315127,0.000000,221.000000
0.796875,0.968750,0.408517,0.481031,0.000000,241.000000
0.906250,0.812500,0.368400,0.372784,0.000000,261.000000
0.906250,0.812500,0.365928,0.331199,0.000000,281.000000
0.828125,0.750000,0.328941,0.312708,0.000000,301.000000
0.859375,0.812500,0.466032,0.348542,0.000000,321.000000
0.703125,0.875000,0.472186,0.744177,0.000000,341.000000
0.781250,0.781250,0.420401,0.405499,0.000000,361.000000
0.718750,0.812500,0.328311,0.365459,0.000000,381.000000
0.781250,0.750000,0.318398,0.568070,0.000000,401.000000
0.781250,0.750000,0.437004,0.491813,0.000000,421.000000
0.781250,0.812500,0.407087,0.356114,0.000000,441.000000
0.812500,0.718750,0.249683,0.305002,0.000000,461.000000
0.906250,0.812500,0.379578,0.422490,0.000000,481.000000
0.843750,1.000000,0.236793,0.412125,0.000000,501.000000
0.875000,0.875000,0.375620,0.396605,0.000000,521.000000
0.875000,0.750000,0.333049,0.630368,0.000000,541.000000
0.937500,0.937500,0.561386,0.295264,0.000000,561.000000
0.906250,0.937500,0.422525,0.339541,0.000000,581.000000
0.875000,1.000000,0.408586,0.323867,0.000000,601.000000
0.875000,0.937500,0.461290,0.287348,0.000000,621.000000
0.937500,0.843750,0.193190,0.291954,0.000000,641.000000
0.812500,0.875000,0.422525,0.321538,0.000000,661.000000
0.937500,0.937500,0.411172,0.249443,0.000000,681.000000
0.875000,0.937500,0.359588,0.158841,0.000000,701.000000
0.828125,0.937500,0.229177,0.458443,0.000000,721.000000
0.750000,0.750000,0.269666,0.449193,0.000000,741.000000
0.875000,0.875000,0.274631,0.272714,0.000000,761.000000
0.906250,0.812500,0.144237,0.152370,0.000000,781.000000
0.812500,1.000000,0.433546,0.391295,0.000000,801.000000
0.750000,0.812500,0.312023,0.385782,0.000000,821.000000
0.906250,0.812500,0.472778,0.502584,0.000000,841.000000
0.812500,0.812500,0.172484,0.286082,0.000000,861.000000
0.968750,0.750000,0.319147,0.316625,0.000000,881.000000
0.875000,0.875000,0.339404,0.277380,0.000000,901.000000
0.734375,0.937500,0.322545,0.355241,0.000000,921.000000
0.937500,1.000000,0.422254,0.267896,0.000000,941.000000
0.953125,0.812500,0.183003,0.312244,0.000000,961.000000
0.906250,0.937500,0.366552,0.478395,0.000000,981.000000
0.906250,1.000000,0.418719,0.303552,0.000000,1001.000000
0.859375,0.937500,0.270655,0.296087,0.000000,1021.000000
0.812500,0.812500,0.368802,0.420150,0.000000,1041.000000
0.546875,0.687500,0.222348,0.754322,0.000000,1061.000000
0.828125,0.656250,0.213873,0.365916,0.000000,1081.000000
0.843750,0.937500,0.277361,0.413830,0.000000,1101.000000
0.984375,0.875000,0.250245,0.311303,0.000000,1121.000000
0.937500,0.875000,0.326787,0.215701,0.000000,1141.000000
0.890625,0.812500,0.367424,0.247984,0.000000,1161.000000
0.937500,0.937500,0.284963,0.244456,0.000000,1181.000000
0.781250,0.906250,0.292511,0.287844,0.000000,1201.000000
0.906250,0.875000,0.245830,0.220287,0.000000,1221.000000
0.765625,1.000000,0.499510,0.199391,0.000000,1241.000000
0.906250,0.750000,0.305659,0.432107,0.000000,1261.000000
0.843750,0.875000,0.296143,0.230223,0.000000,1281.000000
0.781250,0.937500,0.305751,0.397461,0.000000,1301.000000
0.937500,1.000000,0.178046,0.217890,0.000000,1321.000000
1.000000,0.937500,0.198126,0.269908,0.000000,1341.000000
0.937500,0.750000,0.305831,0.303319,0.000000,1361.000000
0.968750,0.937500,0.274496,0.240772,0.000000,1381.000000
0.968750,0.937500,0.517672,0.289420,0.000000,1401.000000
0.875000,1.000000,0.209124,0.243702,0.000000,1421.000000
0.781250,0.875000,0.149235,0.345397,0.000000,1441.000000
0.906250,0.937500,0.399611,0.309180,0.000000,1461.000000
0.875000,0.937500,0.454821,0.216297,0.000000,1481.000000
0.937500,0.937500,0.208929,0.262403,0.000000,1501.000000
0.937500,0.875000,0.274774,0.244554,0.000000,1521.000000
0.968750,1.000000,0.162037,0.276117,0.000000,1541.000000
0.906250,0.812500,0.296492,0.223476,0.000000,1561.000000
0.875000,0.937500,0.092279,0.179600,0.000000,1581.000000
0.968750,0.937500,0.384491,0.235234,0.000000,1601.000000
0.968750,0.937500,0.215777,0.231761,0.000000,1621.000000
0.937500,0.937500,0.183753,0.463032,0.000000,1641.000000
0.937500,0.937500,0.372876,0.425336,0.000000,1661.000000
0.968750,0.937500,0.267176,0.193917,0.000000,1681.000000
0.875000,0.812500,0.161682,0.233062,0.000000,1701.000000
0.968750,0.750000,0.093863,0.348425,0.000000,1721.000000
0.859375,0.812500,0.208693,0.700454,0.000000,1741.000000
0.968750,0.750000,0.416695,0.277157,0.000000,1761.000000
0.843750,0.812500,0.102502,0.269655,0.000000,1781.000000
0.968750,1.000000,0.231771,0.256895,0.000000,1801.000000
0.875000,0.812500,0.245504,0.230529,0.000000,1821.000000
0.968750,0.875000,0.216910,0.231518,0.000000,1841.000000
0.906250,0.937500,0.445824,0.219762,0.000000,1861.000000
0.875000,0.875000,0.407978,0.227389,0.000000,1881.000000
0.937500,0.875000,0.148513,0.227070,0.000000,1901.000000
0.968750,0.937500,0.197031,0.265288,0.000000,1921.000000
0.937500,1.000000,0.661691,0.208263,0.000000,1941.000000
0.937500,0.937500,0.590407,0.186275,0.000000,1961.000000
0.968750,0.875000,0.463297,0.244767,1.000000,1966.000000
0.906250,0.937500,0.367314,0.483829,1.000000,1986.000000
1.000000,0.875000,0.268735,0.154897,1.000000,2006.000000
0.906250,0.937500,0.415279,0.274820,1.000000,2026.000000
0.937500,1.000000,0.231533,0.342023,1.000000,2046.000000
0.812500,0.875000,0.208556,0.349178,1.000000,2066.000000
0.937500,0.875000,0.131549,0.364419,1.000000,2086.000000
0.906250,0.875000,0.133109,0.234626,1.000000,2106.000000
0.937500,0.937500,0.209426,0.293090,1.000000,2126.000000
0.937500,0.875000,0.367590,0.204781,1.000000,2146.000000
0.968750,0.875000,0.095986,0.169444,1.000000,2166.000000
0.937500,0.937500,0.107383,0.266605,1.000000,2186.000000
0.843750,1.000000,0.206219,0.211970,1.000000,2206.000000
0.968750,0.937500,0.150683,0.334756,1.000000,2226.000000
0.906250,1.000000,0.283356,0.327809,1.000000,2246.000000
0.875000,0.937500,0.126974,0.170570,1.000000,2266.000000
1.000000,0.937500,0.229774,0.287006,1.000000,2286.000000
0.968750,0.875000,0.166280,0.276277,1.000000,2306.000000
0.968750,0.687500,0.338342,0.273459,1.000000,2326.000000
0.937500,0.937500,0.158958,0.159783,1.000000,2346.000000
0.875000,0.937500,0.181400,0.234320,1.000000,2366.000000
0.875000,0.875000,0.259595,0.258511,1.000000,2386.000000
0.906250,0.937500,0.211918,0.293324,1.000000,2406.000000
0.906250,0.937500,0.346477,0.232291,1.000000,2426.000000
0.906250,0.875000,0.205997,0.325113,1.000000,2446.000000
0.906250,0.812500,0.228837,0.503647,1.000000,2466.000000
0.843750,1.000000,0.177421,0.267135,1.000000,2486.000000
0.843750,0.937500,0.163383,0.270836,1.000000,2506.000000
0.875000,0.937500,0.269687,0.238934,1.000000,2526.000000
0.968750,0.937500,0.602066,0.225947,1.000000,2546.000000
0.906250,0.843750,0.179340,0.281300,1.000000,2566.000000
0.937500,0.875000,0.390859,0.275098,1.000000,2586.000000
0.968750,0.937500,0.261708,0.242602,1.000000,2606.000000
0.875000,1.000000,0.279775,0.263096,1.000000,2626.000000
0.937500,1.000000,0.168151,0.217723,1.000000,2646.000000
0.968750,0.937500,0.154348,0.213927,1.000000,2666.000000
1.000000,0.937500,0.177092,0.272174,1.000000,2686.000000
0.968750,0.750000,0.190389,0.186030,1.000000,2706.000000
1.000000,0.812500,0.091724,0.200531,1.000000,2726.000000
0.843750,0.750000,0.245669,0.354764,1.000000,2746.000000
0.750000,0.812500,0.222644,0.675888,1.000000,2766.000000
0.968750,0.812500,0.331644,0.230204,1.000000,2786.000000
0.906250,0.625000,0.172399,0.381223,1.000000,2806.000000
0.875000,0.875000,0.255159,0.218003,1.000000,2826.000000
0.968750,1.000000,0.235287,0.269542,1.000000,2846.000000
0.875000,0.937500,0.177995,0.185103,1.000000,2866.000000
0.875000,0.812500,0.259913,0.361341,1.000000,2886.000000
1.000000,0.875000,0.129719,0.258576,1.000000,2906.000000
0.937500,0.875000,0.163102,0.176511,1.000000,2926.000000
0.968750,0.875000,0.309489,0.239835,1.000000,2946.000000
0.875000,0.875000,0.162731,0.220797,1.000000,2966.000000
0.937500,0.812500,0.466158,0.314306,1.000000,2986.000000
0.906250,0.937500,0.123280,0.350513,1.000000,3006.000000
0.875000,0.812500,0.406604,0.288831,1.000000,3026.000000
