train_accu,test_accu,train_loss,test_loss,epoch,step
0.625000,0.562500,2.279791,0.837437,0.000000,1.000000
0.625000,0.562500,0.692405,0.669081,0.000000,11.000000
0.687500,0.687500,0.622083,0.651544,0.000000,21.000000
0.718750,0.437500,0.732585,0.668878,0.000000,31.000000
0.687500,0.562500,0.683616,0.613642,0.000000,41.000000
0.781250,0.750000,0.633051,0.652739,0.000000,51.000000
0.656250,0.562500,0.596828,0.656468,0.000000,61.000000
0.656250,0.687500,0.600409,0.581099,0.000000,71.000000
0.734375,0.687500,0.648697,0.625175,0.000000,81.000000
0.718750,0.437500,0.601640,0.580689,0.000000,91.000000
0.796875,0.687500,0.643720,0.552289,0.000000,101.000000
0.734375,0.750000,0.496679,0.526206,0.000000,111.000000
0.656250,0.687500,0.663659,0.487199,0.000000,121.000000
0.812500,0.500000,0.652809,0.455019,0.000000,131.000000
0.750000,0.812500,0.370456,0.450175,0.000000,141.000000
0.796875,0.875000,0.533018,0.534770,0.000000,151.000000
0.859375,0.843750,0.511301,0.458377,0.000000,161.000000
0.718750,0.750000,0.273758,0.540857,0.000000,171.000000
0.781250,0.750000,0.436757,0.479928,0.000000,181.000000
0.812500,0.750000,0.388394,0.447974,0.000000,191.000000
0.687500,0.812500,0.481017,0.433461,0.000000,201.000000
0.906250,0.875000,0.295064,0.426358,0.000000,211.000000
0.781250,0.750000,0.807900,0.459717,0.000000,221.000000
0.812500,0.875000,0.534139,0.415724,0.000000,231.000000
0.875000,0.812500,0.261085,0.300649,0.000000,241.000000
0.812500,1.000000,0.328200,0.337938,0.000000,251.000000
0.906250,0.781250,0.319569,0.336243,0.000000,261.000000
0.687500,0.937500,0.383039,0.268320,0.000000,271.000000
0.875000,0.875000,0.609866,0.372993,0.000000,281.000000
0.843750,0.875000,0.396374,0.288806,0.000000,291.000000
0.812500,0.875000,0.618502,0.373446,0.000000,301.000000
0.843750,0.812500,0.391789,0.355350,0.000000,311.000000
0.843750,0.750000,0.291805,0.293843,0.000000,321.000000
0.875000,0.875000,0.306566,0.353090,0.000000,331.000000
0.781250,0.875000,0.923832,0.445597,0.000000,341.000000
0.734375,0.812500,0.602737,0.342831,0.000000,351.000000
0.968750,0.937500,0.474026,0.295191,0.000000,361.000000
0.875000,0.812500,0.462551,0.340265,0.000000,371.000000
0.843750,0.812500,0.347038,0.433724,0.000000,381.000000
0.843750,0.750000,0.457680,0.275941,0.000000,391.000000
0.843750,0.875000,0.377045,0.268100,0.000000,401.000000
0.843750,1.000000,0.227421,0.430153,0.000000,411.000000
0.937500,0.875000,0.665147,0.501506,0.000000,421.000000
0.968750,0.937500,0.349153,0.299444,0.000000,431.000000
0.859375,0.875000,0.396719,0.297052,0.000000,441.000000
0.875000,0.875000,0.415177,0.324938,0.000000,451.000000
0.906250,0.812500,0.292752,0.245582,0.000000,461.000000
0.937500,1.000000,0.210225,0.361721,0.000000,471.000000
0.890625,0.812500,0.412554,0.261887,0.000000,481.000000
0.875000,0.750000,0.415334,0.293704,0.000000,491.000000
0.875000,0.875000,0.402136,0.315727,0.000000,501.000000
0.843750,0.812500,0.462569,0.387778,0.000000,511.000000
0.968750,0.875000,0.306410,0.390546,0.000000,521.000000
0.906250,0.687500,0.687300,0.355479,0.000000,531.000000
0.906250,0.937500,0.607065,0.306819,0.000000,541.000000
0.937500,0.937500,0.484578,0.289011,0.000000,551.000000
0.937500,1.000000,0.263347,0.322828,0.000000,561.000000
0.875000,0.875000,0.280697,0.280529,0.000000,571.000000
0.906250,1.000000,0.184758,0.308077,0.000000,581.000000
0.875000,0.875000,0.241483,0.329631,0.000000,591.000000
0.906250,0.937500,0.145697,0.239922,0.000000,601.000000
0.828125,0.937500,0.159655,0.211679,0.000000,611.000000
0.937500,0.812500,0.243850,0.224218,0.000000,621.000000
0.906250,0.843750,0.319348,0.238665,0.000000,631.000000
0.843750,0.875000,0.455746,0.287047,0.000000,641.000000
0.906250,0.812500,0.187186,0.266581,0.000000,651.000000
0.781250,0.937500,0.319028,0.227217,0.000000,661.000000
0.968750,0.875000,0.365600,0.223673,0.000000,671.000000
0.906250,0.937500,0.283836,0.258742,0.000000,681.000000
