run_number,subrun_number,event_number,signal_score,weight
7001,916,45840,0.0046956595033407,0.970322
7016,378,18939,0.0044016046449542,0.507363
7017,644,32240,0.0033909014891833,0.919102
7017,1674,83722,0.0078948894515633,0.932937
7017,1674,83743,0.0075047006830573,0.66590622945
7017,1022,51131,0.0027886133175343,0.887232
7016,385,19252,0.185019388794899,0.7876884426599999
7112,25,1277,0.0034340755082666,0.877913
7001,1145,57254,0.0012788799358531,0.8256308099999999
7017,657,32867,0.1559325605630874,0.996211
7014,1748,87402,0.0058890944346785,0.496891
7016,131,6582,0.0044667092151939,0.522867
7012,1639,81969,0.001324352575466,0.97056
7017,1345,67269,0.0039268392138183,1.03943
7016,133,6659,0.0058896639384329,0.744447
7017,731,36561,0.0056652296334505,0.98778693888
7017,1348,67405,0.0044369171373546,0.893632
7017,1348,67429,0.0035374036524444,1.06481
7020,111,5573,0.0062469728291034,1.2623580027
7020,288,14410,0.0059925164096057,1.22156
7014,1649,82452,0.0032189695630222,1.2257430498
7014,1649,82459,0.0015516852727159,1.6658229876000001
7014,1649,82485,0.0048124101012945,0.917328
7016,376,18806,0.0035721717868,8.5833065586e-09
7016,376,18816,0.0077689089812338,0.99674
7001,602,30129,0.0057314718142151,0.944818
7012,1308,65441,0.0119349742308259,1.4055988092
7001,776,38826,0.0056625544093549,0.769218
7017,778,38917,0.0105644911527633,1.17123
7017,48,2409,0.0040455693379044,0.984132
7017,1672,83647,0.004831516649574,1.07223300478
7011,66,3305,0.005771062336862,0.951733
7012,1297,64872,0.0043685976415872,0.978585
7012,1297,64889,0.0095080146566033,1.0493670384
7012,1297,64899,0.0050966306589543,0.9961577396799999
7020,267,13388,0.0030221859924495,0.547637
7017,1065,53282,0.0045672236010432,0.87681
7017,446,22345,0.0056271376088261,0.7854709896000001
7001,885,44259,0.004131126217544,0.94651
7017,1478,73933,0.0035453659947961,1.1980819494
7014,1699,84991,0.0047364388592541,0.694572
7017,9,491,0.0047617037780582,1.08148
7016,307,15376,0.0049405912868678,0.88326
7020,390,19550,0.0040185158140957,1.06615
7017,982,49150,0.0039356034249067,0.976925
7013,92,4632,0.0056477081961929,0.77899230028
7011,129,6470,0.0044961362145841,1.3232023471
7011,129,6493,0.0068058585748076,0.23736736214
7001,1005,50293,0.0057559334672987,1.07238921147
7020,525,26276,0.0045972997322678,1.10273
7017,1742,87120,0.0112986471503973,1.2640607628
7017,1009,50454,0.0122710736468434,1.2528881105
7017,1009,50490,0.0041953078471124,0.862094
7017,1009,50498,0.0043354933150112,1.15483
7113,57,2859,0.0028086139354854,0.770011
7001,1129,56456,0.0044942945241928,0.439411
7001,55,2800,0.0038252614904195,0.682002
7017,966,48328,0.9101088643074036,1.64277
7017,187,9391,0.0044371169060468,1.11733602339
7001,1039,51977,0.0043708276934921,1.09855236984
7001,1039,51982,0.0051806420087814,1.499484448
7001,507,25366,0.004304751753807,1.07057
7011,286,14310,0.0042676161974668,1.1854
7017,323,16175,0.003245172323659,0.940524
7017,323,16177,0.1141441240906715,0.601465
7020,121,6083,0.0156601555645465,1.2163974148300002e-16
7001,220,11003,0.0093608638271689,0.989183
7014,1424,71208,0.2762483656406402,0.80115644844
7017,1223,61156,0.0032340567559003,0.925399
7017,492,24646,0.0074914405122399,1.0761137178500002
7017,1549,77470,0.0038568782620131,1.01525
7012,1379,68953,0.0410172194242477,1.06412
7012,1379,68964,0.003736495738849,1.22963
7001,1150,57533,0.0018329299055039,0.877913
7017,568,28433,0.0050628390163183,0.3556290339
7017,759,37957,0.0109521830454468,0.471846
7017,759,37974,0.002654816256836,1.09499
7017,988,49415,0.0063104648143053,0.508678
