run_number,subrun_number,event_number,signal_score,entry_number,n_pixels
16888,65,3254,0.9480112195014954,0.0,2879.0
16888,65,3265,0.1351340413093567,1.0,1024.0
16888,65,3269,0.9895519614219666,2.0,2036.0
16888,65,3277,0.974205493927002,3.0,604.0
16888,65,3281,0.9992011189460754,4.0,3777.0
16888,65,3289,0.5124848484992981,5.0,1604.0
16888,111,5568,0.5304675698280334,6.0,1888.0
16888,111,5582,0.6025857329368591,7.0,1919.0
16888,111,5589,0.9993701577186584,8.0,2081.0
16888,185,9269,0.732512354850769,9.0,3831.0
16888,220,11028,0.9930384755134583,10.0,971.0
16888,220,11033,0.22102566063404083,11.0,6669.0
16888,220,11034,0.3206998109817505,12.0,2218.0
16888,220,11037,0.9967658519744873,13.0,866.0
16888,220,11049,0.9885702729225159,14.0,3161.0
16888,280,14007,0.7640479803085327,15.0,1173.0
16888,280,14017,0.9945038557052612,16.0,2050.0
16888,280,14026,0.7778019309043884,17.0,3431.0
16888,280,14040,0.6345704793930054,18.0,3227.0
16888,280,14042,0.26771974563598633,19.0,714.0
16888,496,24806,0.872632622718811,20.0,1347.0
16888,496,24808,0.8203876614570618,21.0,1717.0
16888,496,24812,0.9204889535903931,22.0,2168.0
16888,496,24827,0.9583176970481873,23.0,1249.0
16888,496,24830,0.9186713695526123,24.0,2800.0
16888,496,24835,0.48030245304107666,25.0,2555.0
16888,496,24838,0.995786726474762,26.0,945.0
16125,76,3805,0.9623107314109802,27.0,2676.0
16125,76,3808,0.9837960004806519,28.0,2322.0
16125,76,3810,0.9970402121543884,29.0,1448.0
16125,76,3812,0.7670006155967712,30.0,1224.0
16125,76,3816,0.9447278380393982,31.0,1746.0
16125,76,3824,0.8873904943466187,32.0,3137.0
16125,78,3935,0.9978752136230469,33.0,3081.0
16125,78,3938,0.9690515995025635,34.0,1169.0
16125,81,4067,0.1322324275970459,35.0,979.0
16125,81,4069,0.9976111650466919,36.0,2204.0
16125,81,4080,0.9902778267860413,37.0,743.0
16125,81,4089,0.9975942969322205,38.0,2294.0
16125,81,4093,0.9179294109344482,39.0,2515.0
16125,140,7028,0.5420510172843933,40.0,2012.0
16125,140,7038,0.8306480050086975,41.0,1129.0
16125,162,8124,0.9992332458496094,42.0,2259.0
16125,162,8132,0.3116409182548523,43.0,2074.0
16125,162,8146,0.9968292117118835,44.0,1205.0
16125,208,10408,0.31160587072372437,45.0,4182.0
16125,208,10425,0.7496629953384399,46.0,1284.0
16125,208,10427,0.9864885210990906,47.0,3474.0
16125,208,10448,0.9001421928405762,48.0,2099.0
16909,31,1555,0.9966270923614502,49.0,3118.0
16909,31,1561,0.7894413471221924,50.0,1906.0
16909,31,1589,0.09408588707447052,51.0,1580.0
16909,31,1598,0.6285682320594788,52.0,2480.0
16909,33,1653,0.3390885591506958,53.0,1221.0
16909,33,1656,0.3911694288253784,54.0,3179.0
16909,33,1678,0.962281346321106,55.0,1784.0
16909,60,3030,0.7760997414588928,56.0,3040.0
16909,71,3556,0.9991984963417053,57.0,1709.0
16909,71,3581,0.44654935598373413,58.0,726.0
16909,71,3594,0.9186119437217712,59.0,2399.0
16909,82,4103,0.9019593596458435,60.0,223.0
16909,82,4107,0.5611579418182373,61.0,1354.0
16909,82,4121,0.8916000127792358,62.0,1324.0
16909,82,4124,0.9877989292144775,63.0,2845.0
