run_number,subrun_number,event_number,pick_reason,entry_number,mpid__signal_score,resnet18_bn__signal_score,resnet18_gn__signal_score,resnet34_bn__signal_score,resnet34_gn__signal_score,n_pixels,scores_file,root_file,reference_folder,dataset
17057,152,7620,B_border,6762,0.4998704493045807,0.0072952392511069,0.1138098388910293,0.6692896485328674,0.9441348314285278,2485,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17226,115,5788,B_border,1461,0.4997361004352569,0.9943221807479858,0.9459671974182128,0.999922513961792,0.9811350107192992,1299,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17206,416,20836,B_border,8201,0.5002785921096802,0.0721458941698074,0.6930944323539734,0.5218731164932251,0.9025291800498962,1128,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17172,81,4085,B_border+D_busy,1512,0.5006149411201477,0.1492410749197006,0.9617628455162048,0.9580623507499696,0.959391474723816,3925,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17668,88,4445,B_border,10932,0.5006651282310486,0.0045806975103914,0.0860639512538909,0.2033244669437408,0.050767071545124,1496,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17206,204,10202,B_border+D_busy,3584,0.5007694363594055,0.3050974011421203,0.817083477973938,0.9979816675186156,0.9507147669792176,4005,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17195,125,6254,B_border,3156,0.5008138418197632,0.978147566318512,0.9624319672584534,0.9997078776359558,0.9042016863822936,2061,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17240,253,12659,B_border,5051,0.5009037256240845,0.980182409286499,0.989045023918152,0.9999923706054688,0.9889733195304872,2164,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17111,175,8792,B_border+D_busy,5816,0.5014584064483643,0.8283233642578125,0.9509454965591432,0.9975437521934508,0.5495878458023071,2909,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17237,494,24723,B_border+D_busy,4137,0.4981619119644165,0.993455708026886,0.3528093993663788,0.998944103717804,0.4292279183864593,3242,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17280,52,2620,D_busy,9213,0.9999598264694214,0.9997312426567078,0.9996034502983092,0.9999278783798218,0.999485969543457,3844,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17341,127,6360,D_busy,6619,0.9999450445175172,0.4418619573116302,0.9996888637542723,0.993655800819397,0.9973515272140504,3636,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17237,276,13828,D_busy,8501,0.999918818473816,0.9997418522834778,0.9994841814041138,0.9992095232009888,0.9974910020828248,4677,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17228,75,3790,D_busy,8411,0.9999144077301024,0.9682407975196838,0.9956680536270142,0.997548758983612,0.9933322072029114,3033,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17206,4,210,D_busy,7628,0.9998944997787476,0.9842871427536012,0.9983933568000792,0.9997794032096864,0.9981228709220886,3422,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17245,18,925,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_other_gt_ref,464,0.0364306196570396,0.5954257249832153,0.9992101192474364,0.9955586194992064,0.975799322128296,3847,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17669,47,2362,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_other_gt_ref,1753,0.0251188110560178,0.03913239762187,0.9981473684310912,0.695340096950531,0.9673956632614136,4850,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17333,167,8381,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_other_gt_ref,2013,0.0452684760093688,0.0208015870302915,0.3994506895542145,0.0964372903108596,0.9906127452850342,1496,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17333,169,8470,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,2015,0.964023232460022,0.1007653400301933,0.0491386950016021,0.0498604923486709,0.0053660492412745,4065,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17057,5,292,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_other_gt_ref,3481,0.0192432831972837,0.3512808382511139,0.4148516356945038,0.9751861691474916,0.9505669474601746,2187,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17206,355,17791,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,5509,0.9946390986442566,0.0699691846966743,0.0631205290555954,0.7518063187599182,0.0446650311350822,951,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17343,1,52,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,6072,0.992185652256012,0.0353724285960197,0.0212847143411636,0.0875420793890953,0.0108352294191718,217,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17195,211,10596,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,6375,0.994629204273224,0.0142285162582993,0.0931935161352157,0.3159703016281128,0.0378051027655601,346,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17349,19,992,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,10562,0.9886830449104308,0.9891127943992616,0.9378191828727722,0.9955129027366638,0.0433654114603996,1649,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
17116,33,1654,E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_other_gt_ref,11494,0.0451406277716159,0.9837627410888672,0.2934001386165619,0.9996821880340576,0.9814599752426147,3180,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_signal/run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped.root,mpid,run3_signal
