dataset,folder,model_key,weight_file,root_file,entry_number,n_pixels,out_dir,tag
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,734,1333,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_samples/resnet34_gn,B_border
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,1427,5654,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border+D_busy/run1_samples/resnet34_gn,B_border+D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,2688,439,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border+C_weird_lowpix/run1_samples/resnet34_gn,B_border+C_weird_lowpix
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,6438,2109,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_samples/resnet34_gn,B_border
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,7988,2650,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_samples/resnet34_gn,D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,3397,5478,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_samples/resnet34_gn,D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,4142,2662,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_samples/resnet34_gn,D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,6850,4513,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_samples/resnet34_gn,D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,452,277,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_high_tail+C_weird_lowpix/run1_samples/resnet34_gn,A_high_tail+C_weird_lowpix
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,1138,1214,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_high_tail/run1_samples/resnet34_gn,A_high_tail
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,2256,946,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_high_tail/run1_samples/resnet34_gn,A_high_tail
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,2627,328,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_high_tail/run1_samples/resnet34_gn,A_high_tail
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,3374,666,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_samples/resnet34_gn,B_border
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,2559,3319,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border+D_busy/run1_samples/resnet34_gn,B_border+D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,758,218,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border+C_weird_lowpix/run1_samples/resnet34_gn,B_border+C_weird_lowpix
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,2265,1030,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_samples/resnet34_gn,B_border
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,3775,3581,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_samples/resnet34_gn,D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,3072,2774,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_samples/resnet34_gn,D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,2850,2694,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_samples/resnet34_gn,D_busy
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_dirt_larcv_cropped.root,89,2167,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_dirt_larcv_cropped.root,1750,396,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,2227,2728,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,4856,1455,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,5259,2169,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,6287,2232,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,10340,4075,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_NuMI_nu_overlay_larcv_cropped.root,11591,1644,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,2455,1473,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_samples,resnet34_gn,resnet34_gn,/home/hep/an1522/dark_tridents_wspace/outputs/weights/resnet34_gn/resnet34_gn_model_20260123-12_20_AM_epoch_4_batch_id_1961_labels_2_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_samples/run1_offbeam_larcv_cropped_full_set.root,3132,594,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_samples/resnet34_gn,E_disagree
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.2_eta_larcv_cropped.root,3420,606,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+C_weird_lowpix/run1_signal/mpid,A_low_tail+C_weird_lowpix
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.3_eta_larcv_cropped.root,11761,4088,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run1_signal/mpid,A_low_tail+D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.01_pi0_larcv_cropped.root,2096,949,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail/run1_signal/mpid,A_low_tail
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,121,2172,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail/run1_signal/mpid,A_low_tail
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.09_pi0_larcv_cropped.root,2475,3030,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail/run1_signal/mpid,A_low_tail
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.3_eta_larcv_cropped.root,2875,2430,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail/run1_signal/mpid,A_low_tail
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.4_eta_larcv_cropped.root,7491,3507,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run1_signal/mpid,A_low_tail+D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.2_eta_larcv_cropped.root,4380,3173,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run1_signal/mpid,A_low_tail+D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.06_eta_larcv_cropped.root,1987,4347,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail+D_busy/run1_signal/mpid,A_low_tail+D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.2_eta_larcv_cropped.root,4369,1412,/vols/sbn/uboone/an1522/cam_methods/occlusion/A_low_tail/run1_signal/mpid,A_low_tail
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.3_eta_larcv_cropped.root,11799,2176,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_signal/mpid,B_border
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.3_eta_larcv_cropped.root,10861,2448,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_signal/mpid,B_border
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.06_eta_larcv_cropped.root,4558,2333,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_signal/mpid,B_border
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.04_pi0_larcv_cropped.root,1599,283,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border+C_weird_lowpix/run1_signal/mpid,B_border+C_weird_lowpix
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.02_pi0_larcv_cropped.root,5067,3547,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border+D_busy/run1_signal/mpid,B_border+D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.3_eta_larcv_cropped.root,6094,4744,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border+D_busy/run1_signal/mpid,B_border+D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.05_eta_larcv_cropped.root,143,2855,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_signal/mpid,B_border
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.07_eta_larcv_cropped.root,2394,2964,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_signal/mpid,B_border
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.03_eta_larcv_cropped.root,2644,2836,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_signal/mpid,B_border
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.03_pi0_larcv_cropped.root,833,2916,/vols/sbn/uboone/an1522/cam_methods/occlusion/B_border/run1_signal/mpid,B_border
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.04_eta_larcv_cropped.root,628,3059,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.09_eta_larcv_cropped.root,261,3461,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.3_eta_larcv_cropped.root,4010,3556,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.1_eta_larcv_cropped.root,4256,3453,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.1_eta_larcv_cropped.root,756,3790,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.09_eta_larcv_cropped.root,390,3040,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.08_pi0_larcv_cropped.root,2243,3904,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.07_eta_larcv_cropped.root,430,3221,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.1_eta_larcv_cropped.root,2641,4023,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.04_eta_larcv_cropped.root,1580,4006,/vols/sbn/uboone/an1522/cam_methods/occlusion/D_busy/run1_signal/mpid,D_busy
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.02_eta_larcv_cropped.root,1241,4117,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_signal/mpid,E_disagree
run1_signal,mpid,mpid,/home/hep/an1522/dark_tridents_wspace/outputs/weights/DM-CNN_model_20260116-10_22_PM_epoch_4_batch_id_1961_labels_2_title_0.001_AG_GN_LM_TRAINING_step_9821.pwf,/vols/sbn/uboone/darkTridents/data/larcv_files/run1_signal/run1_dt_ratio_0.6_ma_0.03_eta_larcv_cropped.root,1445,1986,/vols/sbn/uboone/an1522/cam_methods/occlusion/E_disagree/run1_signal/mpid,E_disagree
