pick_reason,entry_number,scores_file,mpid__signal_score,resnet34_gn__signal_score,n_pixels,reference_folder,dataset,run_number,subrun_number,event_number
A_low_tail+C_weird_lowpix,9040,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,0.0005976207321509,0.0022704438306391,445,mpid,run3_signal,17206,541,27071
B_border,6762,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,0.4998704493045807,0.9441348314285278,2485,mpid,run3_signal,17057,152,7620
D_busy,9213,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,0.9999598264694214,0.999485969543457,3844,mpid,run3_signal,17280,52,2620
D_busy,6619,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,0.9999450445175172,0.9973515272140504,3636,mpid,run3_signal,17341,127,6360
E_disagree+E_vs_run3_signal_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,6072,run3_dt_ratio_0.6_ma_0.05_pi0_larcv_cropped_scores.csv,0.992185652256012,0.0108352294191718,217,mpid,run3_signal,17343,1,52
