run_number,subrun_number,event_number,pick_reason,entry_number,mpid__signal_score,resnet18_bn__signal_score,resnet18_gn__signal_score,resnet34_bn__signal_score,resnet34_gn__signal_score,n_pixels,scores_file,root_file,reference_folder,dataset
18512,206,10325,A_high_tail+C_weird_lowpix,566,0.9993832111358644,0.9152783155441284,0.8932247757911682,0.9940186738967896,0.8704198598861694,81,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
18519,65,3258,A_high_tail,437,0.9960556030273438,0.761717677116394,0.0590759441256523,0.5888404250144958,0.114837534725666,247,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
17503,48,2412,A_high_tail,2114,0.992679238319397,0.7216830849647522,0.8472469449043274,0.9311765432357788,0.576147198677063,1291,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
18732,387,19375,A_high_tail,511,0.992548167705536,0.0147841852158308,0.9523510336875916,0.9707150459289552,0.3148410320281982,737,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
18863,26,1341,B_border,859,0.4983141124248504,0.0445291996002197,0.009897381067276,0.0832627117633819,0.0048330323770642,315,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
15828,304,15203,B_border,152,0.5040997266769409,0.052775464951992,0.0517411231994628,0.4276281893253326,0.0210550669580698,1010,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
17361,176,8841,B_border+C_weird_lowpix,1940,0.4954057931900024,0.0755615904927253,0.0286121126264333,0.3348053097724914,0.0447218753397464,127,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
14125,86,4336,B_border,1142,0.4942873418331146,0.002412422792986,0.0326774977147579,0.0022443421185016,0.0044066561385989,1443,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
15634,75,3800,D_busy,307,0.000195407148567,4.679673656937666e-05,0.0078536113724112,0.001438520848751,0.0031008389778435,2738,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
17759,31,1588,D_busy,1052,0.0002595472033135,0.0005551575450226,0.0408366583287715,0.0007962168892845,0.0043301489204168,3000,run3_dirt_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_dirt_larcv_cropped.root,mpid,run3_samples
14410,157,7876,A_high_tail,2790,0.9998100399971008,0.2564612030982971,0.8449188470840454,0.8595667481422424,0.9493423104286194,781,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
14342,20,1038,A_high_tail,4830,0.9997848868370056,0.757731020450592,0.9914354681968688,0.9259284734725952,0.9989375472068788,2028,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
15442,17,898,A_high_tail+C_weird_lowpix,10807,0.9997159838676452,0.9335910677909852,0.9870536923408508,0.9951510429382324,0.9307688474655152,624,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
14957,16,820,A_high_tail,2992,0.9996644258499146,0.2949551343917846,0.9992398023605348,0.893817126750946,0.99852055311203,1957,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
15511,184,9241,B_border+C_weird_lowpix,10329,0.4998691976070404,0.0389885753393173,0.0218779761344194,0.0082225548103451,0.0078425873070955,304,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
16694,41,2077,B_border,10407,0.5003341436386108,0.0013729236088693,0.0084317103028297,0.0001800163299776,0.0024747881107032,779,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
14631,171,8579,B_border,3893,0.4995988309383392,0.0511766858398914,0.1148503348231315,0.3320780396461487,0.0183462873101234,787,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
14967,37,1884,B_border+C_weird_lowpix,3372,0.5006677508354187,0.5827272534370422,0.0227651726454496,0.1362916231155395,0.071286529302597,59,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
15774,37,1878,D_busy,10140,7.152847683755681e-05,1.8653190636541694e-07,0.0085486304014921,7.41163021302782e-05,0.0044007375836372,3079,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
16965,132,6633,D_busy,8277,7.250648195622489e-05,4.494869062909856e-05,0.0514315739274024,0.0001186322042485,0.0019763419404625,2909,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
18488,302,15120,A_high_tail+C_weird_lowpix,5594,0.9992603659629822,0.9992940425872804,0.9840971231460572,0.9996082186698914,0.9644978046417236,154,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
17726,138,6909,A_high_tail,3686,0.9989343285560608,0.1890280097723007,0.1830918043851852,0.0507837459444999,0.0476112179458141,268,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
16113,110,5546,A_high_tail+D_busy,8761,0.9979221224784852,0.9978085160255432,0.7925319075584412,0.9998937845230104,0.943362832069397,2777,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
17041,89,4469,B_border,3929,0.500335156917572,0.0003302562981843,0.0413162298500537,0.0010627952869981,0.0057211015373468,2097,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
18622,51,2597,B_border+D_busy,11987,0.4995421767234802,0.0001828424574341,0.5031099319458008,0.0655840411782264,0.0600274465978145,5281,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
16286,183,9177,B_border+C_weird_lowpix,3940,0.4993579387664795,0.0924605503678321,0.3265437185764313,0.0420231744647026,0.018661418929696,144,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
17206,38,1918,B_border,11118,0.5007273554801941,0.0037224937696009,0.0362607091665267,0.0222621336579322,0.0162415076047182,2130,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
15111,192,9630,D_busy,5260,0.0001448836555937,0.0002730148553382,0.0472551137208938,0.0004816768050659,0.0041704284958541,3549,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
17861,439,21997,D_busy,4073,0.0001584220153745,8.242781041190028e-05,0.0050606080330908,0.0012368077877908,0.0019722944125533,2643,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
17125,19,959,E_disagree+E_vs_run3_samples_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,496,0.9922555685043336,0.0076729049906134,0.0188928972929716,0.1560781300067901,0.0090146204456686,340,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
17232,38,1933,E_disagree+E_vs_run3_samples_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,1274,0.9579796195030212,0.0009723351104184,0.0046285428106784,0.0027703819796442,0.0037814928218722,536,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
17087,268,13418,E_disagree+E_vs_run3_samples_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,1486,0.9796352982521056,0.0003806084569077,0.4331859648227691,0.0023547189775854,0.0074112238362431,3557,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
15909,86,4331,E_disagree+E_vs_run3_samples_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,8282,0.964072048664093,0.009509339928627,0.0207996107637882,0.0169019531458616,0.0076351324096322,1312,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
15794,142,7124,E_disagree+E_vs_run3_samples_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,11125,0.9934343099594116,0.0014998361002653,0.219034731388092,0.0533112771809101,0.0169405899941921,2050,run3_nu_overlay_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_nu_overlay_larcv_cropped.root,mpid,run3_samples
14546,58,2905,E_disagree+E_vs_run3_samples_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,2460,0.992350161075592,0.0040657795034348,0.063713438808918,0.1461735218763351,0.0125501612201333,264,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
16935,381,19092,E_disagree+E_vs_run3_samples_resnet34_gn+E_strong_flip_m0.2+E_ref_gt_other,2951,0.9896650910377502,0.7923702001571655,0.7541592121124268,0.9689850211143494,0.025052510201931,1324,run3_offbeam_larcv_cropped_scores.csv,/vols/sbn/uboone/darkTridents/data/larcv_files/run3_samples/run3_offbeam_larcv_cropped.root,mpid,run3_samples
