run_number,subrun_number,event_number
6569,7,364
6404,31,1563
6681,20,1019
6609,77,3879
6404,69,3456
6404,71,3581
6380,95,4797
6478,35,1787
6619,13,662
6619,13,663
6619,13,694
6563,133,6689
6614,153,7694
6684,16,806
6684,17,892
6440,172,8628
6549,44,2229
6689,132,6613
6401,29,1477
6370,60,3020
6370,60,3040
6590,51,2555
6562,203,10188
6579,56,2843
6748,32,1648
6698,106,5348
6507,91,4597
6507,92,4614
6507,92,4647
6443,4,243
6649,7,366
6649,8,435
6649,10,516
6658,25,1278
6658,26,1308
6567,0,15
6567,0,32
6567,3,189
6567,5,252
6567,6,337
6571,88,4417
6467,76,3813
6467,80,4019
6467,80,4040
6608,23,1151
6565,52,2613
6565,53,2683
6632,73,3700
6664,182,9103
6664,193,9676
6412,119,5999
6461,100,5020
6752,148,7418
6752,153,7676
6752,153,7683
6631,49,2497
6631,57,2900
6650,1,89
6650,4,230
6689,66,3335
6353,85,4255
6577,128,6414
6423,120,6024
6692,117,5895
6596,137,6889
6596,137,6895
6527,167,8384
6527,170,8518
6510,70,3544
6510,74,3748
6527,81,4100
6527,86,4309
6668,76,3801
6687,187,9366
6562,194,9736
6535,77,3857
6752,81,4054
6446,94,4742
6446,96,4824
6446,100,5015
6667,17,862
6667,19,992
6551,67,3358
6752,52,2636
6749,85,4268
6457,119,5957
6457,123,6169
6380,17,898
6609,64,3212
6609,66,3323
6609,70,3508
6640,1,72
6444,44,2225
6620,163,8199
6457,66,3320
6490,84,4249
6510,86,4318
6510,87,4362
6510,88,4413
6510,89,4484
6510,90,4534
6510,94,4744
6517,42,2146
6517,45,2272
6517,45,2274
6517,48,2432
6634,159,7974
6664,225,11254
6691,19,997
6691,21,1054
6569,20,1024
6503,104,5221
6503,108,5401
6461,111,5560
6360,57,2878
6642,1,55
6640,129,6465
6577,9,454
6535,123,6158
6417,21,1083
6417,24,1215
6722,3,153
6722,3,175
6722,6,310
6428,31,1581
6482,19,967
6676,146,7342
6606,63,3193
6173,65,3272
6444,89,4479
6503,7,400
6503,8,430
6503,8,441
6686,52,2619
6686,64,3242
6686,76,3838
6551,201,10093
6748,138,6924
6630,98,4913
6630,99,4999
6749,73,3670
6749,74,3735
6749,74,3739
6521,18,905
6521,23,1164
6343,147,7364
6752,42,2116
6598,94,4738
6356,141,7072
6583,78,3935
6583,78,3942
6694,3,156
6694,7,358
6589,71,3588
6589,73,3697
6589,74,3731
6647,100,5015
6448,150,7522
6635,0,2
6540,9,463
6446,176,8805
6565,199,9975
6642,31,1578
6642,31,1584
6642,34,1745
6534,43,2181
6534,44,2216
6510,77,3859
6510,79,3994
6510,81,4092
6369,146,7317
6687,148,7403
6630,92,4615
6426,45,2294
6382,146,7313
6688,91,4552
6697,107,5359
6598,173,8689
6598,175,8784
6507,139,6995
6417,156,7808
6349,65,3258
6340,14,746
6407,33,1683
6551,103,5183
6551,107,5395
6426,164,8236
6426,169,8487
6598,125,6289
6598,127,6366
6720,0,13
6720,1,84
6720,4,204
6720,5,283
6361,27,1366
6615,68,3421
6410,20,1039
6410,189,9479
6667,54,2735
6667,57,2899
6667,58,2939
6359,97,4858
6672,4,246
6608,37,1897
6749,211,10584
6355,55,2765
6355,55,2787
6467,2,126
6510,104,5210
6510,110,5511
6573,30,1547
6369,107,5375
6369,110,5545
6369,110,5549
6503,98,4921
6503,99,4964
6564,1,75
6564,2,143
6564,2,145
6528,122,6127
6528,127,6362
6606,88,4439
6606,89,4460
6410,59,2959
6588,60,3015
6340,59,2960
6340,69,3457
6340,70,3526
6592,84,4223
6672,29,1499
6442,0,4
6442,2,149
6442,7,366
6525,26,1325
6525,30,1535
6375,114,5709
6353,1,90
6353,7,373
6353,8,407
6667,63,3173
6653,18,926
6508,14,719
6609,27,1358
6412,124,6223
6362,24,1222
6631,83,4179
6631,88,4445
6382,139,6967
6379,88,4413
6598,115,5775
6579,43,2198
6579,49,2465
6346,39,1957
6380,113,5661
6553,46,2337
6553,48,2406
6553,48,2419
6553,54,2739
6381,49,2463
6482,38,1935
6482,42,2119
6482,42,2120
6693,18,904
6356,123,6164
6577,20,1025
6577,21,1097
6577,23,1174
6577,28,1431
6577,28,1449
6577,29,1476
6669,83,4185
6640,99,5000
6506,23,1179
6626,25,1274
6344,49,2486
6600,2,120
6689,5,296
6689,7,374
6752,33,1656
6752,35,1785
6441,62,3122
6640,153,7651
6640,153,7657
6640,155,7758
6640,157,7866
6640,158,7911
6548,2,106
6527,39,1971
6527,59,2959
6527,64,3233
6583,93,4675
6340,99,4966
6340,101,5071
6340,101,5077
6530,26,1303
6506,200,10006
6490,75,3770
6600,47,2369
6697,61,3074
6605,76,3843
6664,205,10293
6664,206,10314
6553,112,5608
6690,85,4270
6690,86,4301
6349,3,170
6349,8,428
6593,13,654
6367,14,737
6387,104,5233
6376,109,5460
6376,112,5650
6404,80,4011
6535,29,1481
6697,68,3439
6453,31,1557
6553,26,1331
6553,33,1684
6642,75,3788
6642,77,3877
6681,9,454
6681,9,491
6547,35,1751
6547,40,2006
6427,76,3834
6425,11,594
6427,127,6378
6594,18,948
6387,172,8611
6387,174,8741
6594,6,309
6620,145,7278
6599,22,1128
6611,107,5367
6611,108,5415
6611,108,5446
6358,85,4270
6425,5,275
6571,42,2125
6444,146,7333
6444,148,7419
6444,151,7564
6444,155,7780
6619,9,489
6407,50,2535
6407,53,2651
6506,3,175
6506,4,245
6348,28,1447
6348,30,1536
6482,73,3693
6349,20,1002
6349,22,1106
6594,76,3804
6687,75,3771
6334,40,2046
6334,47,2372
6622,17,860
6622,38,1936
6749,118,5928
6338,19,969
6338,20,1031
6467,16,827
6467,24,1250
6564,162,8118
6564,181,9051
6348,153,7664
6348,155,7800
6698,85,4267
6698,86,4306
6698,90,4521
6583,143,7158
6592,10,548
6592,17,892
6566,16,831
6566,18,927
6566,19,972
6663,53,2682
6663,9,470
6663,13,663
6683,45,2255
6551,0,34
6551,0,42
6551,7,387
6617,12,614
6617,12,638
6487,17,866
6487,17,892
6626,1,85
6752,84,4237
6439,10,526
6439,14,709
6439,18,914
6692,31,1597
6622,48,2437
6622,49,2473
6622,52,2650
6622,53,2682
6603,75,3800
6603,81,4085
6339,137,6855
6448,41,2059
6453,67,3362
6453,68,3438
6350,51,2569
6622,72,3617
6548,150,7505
6527,111,5575
6564,150,7513
6564,156,7830
6622,18,927
6383,28,1402
6487,1,87
6487,3,184
6487,5,261
6487,6,343
6487,6,344
6487,7,381
6487,9,452
6609,46,2319
6606,5,296
6606,9,474
6453,28,1431
6521,38,1930
6521,38,1948
6506,220,11022
6478,55,2799
6478,58,2924
6649,39,1990
6467,69,3461
6467,75,3759
6360,70,3542
6603,28,1411
6603,36,1840
6630,86,4322
6630,90,4544
6551,160,8010
6551,162,8105
6553,166,8302
6594,41,2080
6594,46,2321
6594,48,2402
6667,0,4
6615,25,1269
6615,26,1321
6664,118,5940
6664,122,6137
6664,124,6242
6653,113,5662
6600,125,6281
6439,28,1407
6589,28,1421
6493,27,1398
6493,29,1486
6378,3,173
6359,75,3769
6359,77,3874
6467,86,4305
6467,90,4541
6642,27,1361
6642,27,1367
6598,40,2015
6406,178,8918
6406,182,9103
6669,57,2872
6669,58,2936
6669,58,2948
6592,150,7534
6592,152,7627
6461,75,3786
6461,82,4113
6525,36,1840
6525,41,2058
6525,42,2135
6752,56,2806
6752,57,2862
6752,59,2989
6752,64,3211
6752,65,3286
6548,36,1809
6439,68,3416
6579,23,1156
6502,61,3080
6507,181,9097
6606,12,631
6606,13,669
6747,2,115
6747,22,1116
6540,24,1207
5938,17,889
6444,119,5996
6444,120,6026
6749,12,630
6551,189,9480
6645,27,1391
6527,195,9779
6527,202,10122
6527,202,10129
6527,202,10140
6616,42,2126
6380,32,1644
6380,35,1781
6380,38,1910
6352,34,1742
6698,50,2506
6620,37,1900
6359,87,4399
6359,88,4428
6429,8,437
6591,16,845
6591,25,1292
6448,73,3691
6448,134,6716
6387,78,3912
6535,116,5820
6640,109,5458
6341,64,3212
6572,11,555
6443,26,1341
6533,89,4475
6487,149,7471
6641,6,328
6641,8,406
6641,8,432
6616,20,1042
6616,24,1203
6487,76,3822
6417,120,6002
6446,113,5661
6381,102,5150
6381,105,5275
6462,85,4257
6462,95,4785
6489,117,5882
6377,44,2247
6527,6,319
6381,58,2923
6381,61,3079
6381,155,7795
