run_number,subrun_number,event_number,reco_asso_showers,reco_asso_tracks,ppfx_cv_good,spine_tune_good,reco_vertex_x,reco_vertex_y,reco_vertex_z,reco_shower_energy_max,reco_shower_dirx,reco_shower_diry,reco_shower_dirz,cos_theta,theta
17139.0,287.0,14352.0,4.0,0.0,0.9255170226097107,1.0,220.2410430908203,36.87803649902344,714.8192138671875,1044.570451934591,-0.16556105017662048,0.922321617603302,-0.3491595387458801,-0.2612462440551743,105.14402270679396
18008.0,87.0,4376.0,1.0,0.0,1.0111900568008423,1.2470300197601318,161.96336364746094,-17.67807388305664,472.356689453125,41.61871562577402,-0.857645571231842,-0.13400186598300934,0.49647554755210876,0.41011919681803505,65.78767722173387
17559.0,9.0,474.0,1.0,0.0,0.8085439801216125,1.161870002746582,146.00559997558594,100.65709686279297,178.65103149414062,34.27990936360489,0.7040868401527405,0.7010546326637268,-0.11306727677583694,0.01798798018417928,88.96930906538202
17371.0,552.0,27625.0,1.0,0.0,0.8779129981994629,0.9624860286712646,12.06944465637207,116.6566390991211,203.38563537597656,77.18046227030598,0.16548427939414978,-0.9842251539230347,0.06257840991020203,-0.029392485429672724,91.68430794128976
17963.0,16.0,828.0,1.0,0.0,0.9606480002403259,1.0,31.05651092529297,16.16851234436035,369.1250915527344,29.32415597126597,0.48233509063720703,-0.0009685262339189649,0.8759863376617432,0.9062873999695056,25.002763800328527
14557.0,40.0,2017.0,1.0,0.0,0.6102070212364197,1.0,58.65365982055664,112.4267349243164,748.4971923828125,28.04185213147489,-0.05044829845428467,-0.9959468245506287,0.07446423918008804,-0.035916455975084444,92.05830403685
14557.0,142.0,7124.0,1.0,0.0,1.0123599767684937,1.0,108.14032745361328,116.2768325805664,499.9117126464844,82.80264455519153,0.46841296553611755,-0.566635012626648,0.6778748035430908,0.648761587580246,49.55170416834249
14874.0,195.0,9766.0,1.0,0.0,0.7781829833984375,1.0,171.04600524902344,109.99787139892578,156.15956115722656,63.358090000890954,0.7780606150627136,-0.5762955546379089,-0.25001049041748047,-0.24752246066909334,104.33095246410264
14874.0,195.0,9782.0,1.0,0.0,1.0354900360107422,1.0,111.90675354003906,20.176258087158203,296.3080139160156,84.37626237197483,0.7835428714752197,0.6089143753051758,0.12362760305404663,0.24909615205472707,75.57596642320168
14549.0,206.0,10302.0,1.0,0.0,1.0,1.1331000328063965,166.429443359375,-50.77180480957031,217.14291381835938,32.92870782698655,0.5455789566040039,0.6319891214370728,0.5503938794136047,0.655756965713462,49.0229279475889
14553.0,298.0,14949.0,1.0,0.0,0.8779129981994629,1.0,1.4907797574996948,-91.97052764892578,83.17916870117188,77.88093091857519,0.7741826772689819,0.2611752152442932,0.5765663385391235,0.660391755904855,48.67024283085342
17560.0,16.0,841.0,1.0,0.0,0.8238070011138916,1.0,21.063566207885742,56.65552520751953,783.30419921875,37.670897170505164,0.6399956941604614,0.766636073589325,0.05171707272529602,0.1832218579854933,79.44251953131888
17560.0,122.0,6107.0,1.0,0.0,0.682623028755188,1.0,233.4471893310547,113.2606430053711,740.12255859375,522.9119054226777,0.0001748204231262207,-0.012325171381235123,0.9999240636825562,0.989833946920605,8.176782128821573
17834.0,33.0,1667.0,3.0,0.0,1.2815200090408325,1.1567000150680542,2.9211761951446533,5.803472995758057,464.3382568359375,96.91061599706293,0.3621966540813446,-0.06591629981994629,0.929767906665802,0.9432084859410355,19.402444437058577
17371.0,493.0,24671.0,2.0,0.0,1.059999942779541,1.0,10.390332221984863,86.51895141601562,478.9788513183594,119.06329484824694,-0.13388749957084656,0.9840468168258667,0.11715790629386902,0.21002536461665658,77.87616132023841
17371.0,520.0,26029.0,1.0,0.0,0.6113049983978271,1.0,81.48139190673828,27.12128257751465,269.90673828125,195.454106879168,0.17793875932693481,-0.6839761734008789,-0.7074704766273499,-0.7598064993531898,139.4471422681848
14921.0,29.0,1481.0,1.0,0.0,1.1725200414657593,1.0,28.166170120239258,-98.728271484375,557.3468627929688,61.644269832256555,0.905626118183136,0.3533560335636139,-0.23448047041893005,-0.12334890604956895,97.08541717257809
14721.0,68.0,3420.0,1.0,0.0,1.0540800094604492,1.2122900485992432,115.28702545166016,106.42884826660156,384.23681640625,393.11597566048084,-0.42177876830101013,-0.8460652828216553,0.32600075006484985,0.1999817645402401,78.46410732488228
17158.0,112.0,5604.0,1.0,0.0,0.976921021938324,1.0,159.23831176757812,24.362655639648438,727.869384765625,115.76698149107607,-0.3973595201969147,0.7789105772972107,0.4851844608783722,0.5322185195641822,57.844525833787046
14544.0,195.0,9787.0,1.0,0.0,1.6315799951553345,0.029176799580454826,133.70347595214844,6.966375350952148,365.94488525390625,58.326489632337946,-0.12258447706699371,-0.8603706955909729,-0.49470722675323486,-0.5913868326883948,126.25548393680577
14675.0,85.0,4254.0,1.0,0.0,0.3116089999675751,1.0,-3.7551846504211426,-4.101603984832764,935.50244140625,28.673704432750945,0.6137928366661072,-0.5946202874183655,-0.5193124413490295,-0.5293798371420073,121.96356249356417
17484.0,198.0,9934.0,2.0,0.0,0.7049160003662109,1.1656399965286255,259.4920959472656,108.01264190673828,385.26849365234375,289.5014916820385,-0.3106304407119751,-0.872959554195404,0.3760991394519806,0.25556591133767265,75.19287936561304
14558.0,229.0,11454.0,3.0,0.0,0.9245910048484802,1.0,8.400035858154297,114.74922180175781,121.53340148925781,118.34184519933456,-0.16792677342891693,-0.9811776280403137,-0.09534624963998795,-0.211947195035677,102.23648730250153
17784.0,37.0,1885.0,2.0,0.0,1.0089800357818604,1.0,160.74404907226562,-69.06668853759766,253.06878662109375,68.9971054262096,0.03046804666519165,-0.9606373906135559,-0.27613013982772827,-0.373284963699768,111.91835272194591
17169.0,99.0,4967.0,1.0,0.0,1.3270399570465088,1.0,101.7469482421875,108.15715026855469,896.6534423828125,41.43698259553379,-0.36018654704093933,-0.930505096912384,0.06652761995792389,-0.061307618994381655,93.51487201689714
17630.0,44.0,2204.0,1.0,0.0,1.137410044670105,1.0,113.31887817382812,12.554415702819824,0.719602644443512,215.3158319848171,0.14063532650470734,0.40008261799812317,0.9056243896484375,0.9512469265318326,17.964661917885486
17789.0,30.0,1521.0,1.0,0.0,0.8026859760284424,1.0,230.05386352539062,45.9141960144043,196.28025817871094,245.30496297565287,0.02110707387328148,0.9935406446456909,-0.1114976704120636,-0.003364932718375329,90.19279680694196
14607.0,79.0,3976.0,1.0,0.0,1.0162299871444702,1.0,59.283634185791016,75.8499984741211,265.1876525878906,71.88273399658078,0.525306224822998,-0.3652024567127228,-0.7685574889183044,-0.7590665627218396,139.3819770823299
14607.0,138.0,6901.0,2.0,0.0,1.1158499717712402,1.0,142.45091247558594,101.85469818115234,670.8704833984375,285.7443963118832,0.014382650144398212,-0.995847225189209,0.0898955836892128,-0.015488002742122892,90.88743267191863
14774.0,207.0,10363.0,1.0,0.0,1.0112899541854858,6.10165002967733e-08,190.7227325439453,-34.008384704589844,385.0400390625,76.58543703425254,0.4868987202644348,-0.8180713057518005,0.3060862720012665,0.25500891907187,75.22588635172933
17468.0,2.0,136.0,1.0,0.0,0.9912260174751282,1.0,185.25839233398438,-67.2888412475586,468.88970947265625,38.06617596656701,0.3866986334323883,0.7247157096862793,-0.5703082084655762,-0.45779565981288894,117.24495668102091
