run_number,subrun_number,event_number,signal_score,weight
6361,14,734,0.0082324296236038,1.00292
6695,54,2749,0.0251065026968717,0.877913
6334,106,5339,0.1002996042370796,0.97699
6692,111,5571,0.0959083288908004,0.776568
6446,28,1448,0.0250508226454257,1.00833
6406,22,1110,0.0076672243885695,0.945935
6387,194,9733,0.0143267922103405,1.3776724879
6387,194,9735,0.2123147845268249,1.22716
6387,195,9761,0.0078562935814261,1.06163
6356,47,2364,0.035562265664339,1.02742
6356,47,2377,0.0007903150981292,0.544552
6356,53,2658,0.0409802161157131,1.02466
6580,2,110,0.0151716768741607,0.579585
6580,9,485,0.0294224638491868,1.04587
6388,61,3078,0.0198588408529758,1.25026
6388,63,3191,0.0173241067677736,0.950159
6564,212,10622,0.0337293408811092,1.093599483
6564,216,10806,0.0779269188642501,1.2693729172000001
6349,57,2854,0.2599460184574127,1.2810431382
6349,57,2869,0.0076275924220681,0.960616
6349,60,3019,0.0780003741383552,1.02986
6431,29,1457,0.011965381912887,0.969513
6431,91,4586,0.1233855113387107,0.88257953232
6423,134,6726,0.0034536954481154,1.248204015
6423,149,7474,0.9899715185165404,0.6071002901599999
6487,98,4950,0.0931212902069091,1.10961
6487,127,6383,0.2353050261735916,1.16192
6440,189,9499,0.0161645095795393,1.0055
6690,154,7744,0.0445627234876155,0.900526
6690,157,7863,0.0203748494386672,0.985592
6690,159,7951,0.2417235523462295,1.3263235208
6479,14,713,0.8440362811088562,1.0
6535,202,10104,0.0014990675263106,1.30797
6376,13,692,0.0006288613076321,1.04095
6428,25,1266,0.0627733543515205,0.601957
6354,31,1578,0.0034556000027805,0.945273
6568,34,1729,0.0333934910595417,0.911798
6749,57,2868,0.0110126668587327,0.746786
6749,60,3047,0.0113563109189271,0.81364785048
6479,22,1134,0.0024005589075386,1.02875
6479,23,1168,0.7839831113815308,1.0952
6479,25,1290,0.0353472419083118,1.25821620598
6674,13,682,0.0032010346185415,0.538206
6658,64,3240,0.1256317496299743,1.06578
6343,119,5958,0.1932242661714553,1.19026
6343,124,6250,0.0050860387273132,1.35769
6407,131,6554,0.0896767005324363,2.36717
6686,21,1079,0.0011300288606435,1.02004
6686,22,1147,0.0383328534662723,0.386319043253
6387,111,5588,0.019651673734188,1.06358
6591,62,3141,0.0215379428118467,0.543634
6633,31,1553,0.0029476238414645,1.02645
6620,107,5365,0.0366162322461605,0.621303
6633,39,1972,0.0642498806118965,0.776869
6479,2,137,0.0039667836390435,1.3771397532
6480,145,7268,0.0307219568639993,1.02849
6480,148,7402,0.0119197331368923,0.448065
6343,40,2019,0.0420976653695106,1.04332
6599,48,2448,0.0930605605244636,0.9031658198400001
6634,72,3608,0.0011677658185362,1.02408
6605,115,5764,0.0016014171997085,0.568703
6572,132,6612,0.010746881365776,1.09811
6572,135,6771,0.0041586305014789,1.40354239689
6376,41,2074,0.1119794845581054,1.01895
6468,147,7376,0.0018636032473295,1.01103438912
6488,23,1186,0.0290067810565233,1.13324
6487,93,4698,0.0022928284015506,1.3782242448
5091,52,2617,0.9775962829589844,1.02749
6341,26,1335,0.0294603072106838,0.877913
6658,29,1456,0.0032712128013372,1.05856
6379,188,9411,0.1877780258655548,0.985916
6379,191,9573,0.0009545912034809,0.375835
6697,78,3947,0.0695370584726333,1.26782
6697,80,4050,0.0602979697287082,1.31465
6527,222,11120,0.1337179988622665,0.604207
6749,207,10359,0.0053621106781065,0.784992
6749,210,10504,0.0418835133314132,1.10532
6752,93,4658,0.1902049779891967,0.982972
6457,160,8025,0.0065076816827058,0.264178
6647,69,3456,0.1481094509363174,0.978311
6647,70,3522,0.0882140696048736,0.70105457222
6647,77,3863,0.0634687542915344,0.752292
6549,29,1490,0.0878037363290786,1.06958
6549,30,1519,0.0036156026180833,1.2177719132399998
6633,21,1074,0.001065507531166,1.2134882565
6446,147,7381,0.0345596857368946,0.828674
