run_number,subrun_number,event_number,signal_score,weight
7017,1294,64745,0.1175689175724983,1.01661788907
7001,967,48353,0.0187138505280017,1.2611459134999998
7020,359,17964,0.1858867108821869,1.04805
7020,359,17969,0.027052728459239,0.943215
7020,167,8371,0.0051054339855909,1.05368
7017,1441,72093,0.0207389537245035,1.2620259710000001
7017,1595,79777,0.0407658703625202,1.0682392048199998
7003,1311,65581,0.1688295006752014,1.05949
7020,106,5328,0.0028999131172895,0.946714
7017,1420,71001,0.0164350531995296,0.877913
7012,1386,69321,0.0849241688847541,0.84178090854
7001,307,15375,0.0008297943859361,0.71210542914
7017,339,16982,0.3049950301647186,0.52647
7020,417,20897,0.0066133351065218,1.00788
7017,1697,84864,0.0691314116120338,1.08059
7017,1366,68333,0.0257963370531797,4.898006667539999e-14
7017,1212,60618,0.0065874527208507,0.9148520776500001
7017,538,26932,0.3072037100791931,0.618214
7017,72,3640,0.132033884525299,0.6108495501800001
7017,847,42373,0.1386322379112243,0.7079897858399999
7017,847,42384,0.533292829990387,1.01224
7001,979,48957,0.0906804203987121,0.00943270906376
7001,1188,59450,0.1623372584581375,1.18365
7020,354,17720,0.0542224757373333,0.982631
7017,883,44175,0.0168721005320549,1.12783
7014,1515,75758,0.0252747815102338,1.03535
7017,1511,75556,0.0425023362040519,0.589684
7017,1511,75563,0.0089044580236077,0.856778
7001,284,14227,0.1417129188776016,0.927403
7001,284,14230,0.0387941300868988,1.5136524315
7017,121,6073,0.0101332999765872,1.280482509
7017,121,6074,0.0430772751569747,1.09144333334
7020,238,11942,0.0513132885098457,1.03812
7017,1587,79378,0.0030100729782134,1.15617
7017,410,20530,0.2349831759929657,1.01194
7016,235,11796,0.003767279908061,1.02787
7020,442,22144,0.0055376584641635,0.36951501613000004
7020,442,22148,0.745853841304779,1.06331
7001,878,43919,0.1633893400430679,0.9243826363200001
7003,1403,70162,0.1600245088338852,1.2507434431
7020,119,5986,0.0078078201040625,1.6343
7016,80,4016,0.833332896232605,1.2040334085999997
7016,86,4337,0.037839476019144,1.0
7016,95,4794,0.0071992557495832,0.462175
