run_number,subrun_number,event_number,signal_score,weight
15676,62,3125,0.9013326168060304,0.4580850005149841
14925,135,6763,0.0014777031028643,0.8105599880218506
15867,161,8059,0.010581131093204,0.16498621293260382
15873,316,15803,0.0388254895806312,0.289328008890152
15828,529,26485,0.0003974621940869,1.0325700044631958
14342,199,9992,0.0008273345883935,0.5481250286102295
15777,75,3773,0.0847971066832542,1.120815199421301
15857,1,63,0.1133287921547889,1.2281908375990866
15782,11,573,0.1514259427785873,1.433080932093361
15437,20,1006,0.0190075524151325,0.8731060028076172
17204,155,7784,0.055563561618328,0.6522459983825684
15013,172,8611,0.0507513619959354,1.0213600397109983
15592,42,2136,0.0450168848037719,1.3370914263218197
15700,6,327,0.0037960330955684,0.9935020208358764
15700,8,419,0.2136259824037552,1.3290281278750624
15828,142,7140,0.0499104186892509,1.2557007313704107
15886,3,172,0.0782345458865165,1.0396599769592283
15892,32,1625,0.0066376505419611,0.9305769801139832
15892,32,1645,0.0011776334140449,0.9883540272712708
15521,1,66,0.2069899886846542,0.4547640085220337
15907,51,2592,0.0053238430991768,0.9504899978637696
18923,124,6238,0.4744819402694702,0.7444999814033508
15491,26,1338,0.0433421619236469,1.2824128609479146
15473,7,389,0.6804328560829163,0.9842375744734824
15900,25,1278,0.0037254320923238,1.0324599742889404
18948,167,8393,0.0444475561380386,0.5319470167160034
15859,145,7263,0.0439194552600383,0.9931340217590332
15785,245,12269,0.1737994253635406,0.7749013307290511
15762,267,13374,0.0485749654471874,0.9325940012931824
15762,295,14765,0.0103994579985737,0.9066830277442932
15590,62,3103,0.0030298754572868,1.0463900566101074
15783,195,9798,0.1455322206020355,0.5741583084809782
15895,22,1127,0.037217941135168,1.3165500164031982
15715,45,2293,0.2043126374483108,0.6168408467740392
15872,75,3771,0.6674750447273254,1.124079942703247
15923,56,2831,0.0375386774539947,1.037750005722046
15923,439,21972,0.00099127960857,0.8779129981994629
15657,13,698,0.0034017683938145,1.5310499668121338
15657,21,1085,0.0108110820874571,1.334991292423382
15151,282,14139,0.0426220148801803,0.9934290051460266
15633,27,1390,0.0996883511543273,1.0497699975967407
15633,35,1757,0.0262486618012189,1.0711499452590942
15633,35,1800,0.0016181129030883,1.1520373389740257
15780,121,6057,0.0633498355746269,0.4800969958305359
15780,121,6100,0.0059870374388992,0.5019479990005493
15894,16,822,0.0100768357515335,0.9260299801826476
15921,17,872,0.0287180189043283,1.6403857762884402
18283,86,4346,0.3661626875400543,1.0397088165563702
15775,11,556,0.0053694196976721,0.7395769953727722
15766,32,1640,0.0904485210776329,1.228659987449646
15466,90,4519,0.1192378252744674,1.035640001296997
15466,178,8916,0.4566773772239685,1.4128600358963013
15466,182,9132,0.0060563650913536,1.0326800346374512
15910,71,3568,0.007698961533606,1.0879199504852295
15794,23,1197,0.0102496072649955,0.5396080017089844
15466,29,1459,0.0009901507291942,0.5794489618121901
15466,82,4113,0.1089814603328704,1.2131957913549485
15466,215,10800,0.0180835667997598,0.9573289752006532
15465,60,3014,0.2573589980602264,1.0583699941635132
15677,26,1323,0.0226329322904348,0.7827969789505005
15677,318,15941,0.0021577873267233,1.1903233811387537
15846,62,3132,0.0458413325250148,0.9473410248756408
15921,63,3152,0.7285791635513306,0.9503309726715088
14715,18,937,0.0062276166863739,0.5331264291457777
15504,201,10088,0.0209094788879156,0.6054990291595459
15466,175,8778,0.0287726446986198,1.155650019645691
15872,63,3151,0.0212059114128351,1.0917099714279177
15872,67,3370,0.0850346460938453,0.07874796760762852
15931,315,15790,0.0027334834448993,0.9957265244207747
15931,398,19903,0.000462722236989,1.0978399515151978
16286,357,17894,0.5086394548416138,1.054569959640503
15913,51,2582,0.1163630709052085,1.0323200225830078
15445,7,397,0.055938184261322,0.9297109842300416
15443,59,2959,0.1311840713024139,1.108430027961731
15442,190,9515,0.0014488084707409,1.137936090974243
15708,60,3006,0.0580813325941562,1.0272300243377686
15457,9,452,0.0211151465773582,0.9898930191993712
15779,46,2350,0.1115304455161094,1.1455199718475342
15677,370,18539,0.0038659663405269,0.9022600054740906
15458,8,429,0.025230050086975,0.9103469848632812
15780,89,4469,0.0926544219255447,1.1867648233784394
